director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
David Sington,100.0,90.0,65.0,Buzz Aldrin,168.0,Documentary|History,John F. Kennedy,In the Shadow of the Moon ,408,Neil Armstrong,English,UK,PG,2000000.0,142.0
Fenton Bailey,89.0,13.0,218.0,Bill Maher,373.0,Biography|Documentary|History,Hugh M. Hefner,Inside Deep Throat ,1136,Linda Lovelace,English,USA,NC-17,2000000.0,334.0
Huck Botko,86.0,10.0,126.0,Krysta Rodriguez,189.0,Comedy,Matt Bennett,The Virginity Hit ,768,Zack Pearlman,English,USA,R,3400000.0,131.0
Luc Besson,98.0,0.0,164.0,Isabelle Adjani,1000.0,Comedy|Drama|Thriller,Christopher Lambert,Subway ,1917,Jean-Hugues Anglade,French,France,R,17000000.0,572.0
Lance Mungia,91.0,4.0,0.0,Stephane Gauger,33.0,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,Six-String Samurai ,36,Kim De Angelo,English,USA,PG-13,2000000.0,3.0
Noah Buschel,95.0,8.0,399.0,Amy Ryan,529.0,Drama,Merritt Wever,The Missing Person ,2749,Paul Adelstein,English,USA,,1500000.0,423.0
Brian Yuzna,97.0,97.0,163.0,Kent McCord,787.0,Horror|Romance|Sci-Fi,Melinda Clarke,Return of the Living Dead III ,1362,Sarah Douglas,English,USA,R,2000000.0,196.0
Laurie Collyer,96.0,38.0,85.0,Kate Burton,363.0,Drama,Brad William Henke,Sherrybaby ,774,Michelle Hurst,English,USA,R,2000000.0,223.0
Bruce McCulloch,85.0,54.0,455.0,Megan Mullally,985.0,Comedy|Crime,Martin Starr,Stealing Harvard ,3065,Chris Penn,English,USA,PG-13,25000000.0,637.0
Ralph Ziman,119.0,5.0,12.0,Kenneth Nkosi,29.0,Action|Crime|Drama,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,86,Robert Hobbs,English,South Africa,R,2000000.0,18.0
John Simpson,99.0,0.0,268.0,Lee Evans,766.0,Crime|Drama|Thriller,Colin Salmon,Freeze Frame ,1650,Ian McNeice,English,UK,R,2000000.0,312.0
Colin Minihan,92.0,6.0,103.0,Sean Rogerson,253.0,Horror,Mackenzie Gray,Grave Encounters ,762,Ashleigh Gryzko,English,Canada,Not Rated,100000.0,113.0
Chris Shadley,83.0,0.0,107.0,William Lee Scott,413.0,Crime|Drama|Horror|Mystery|Thriller,Daniel Baldwin,Nine Dead ,1149,Marc Macaulay,English,USA,R,2000000.0,167.0
Simon Napier-Bell,81.0,0.0,8.0,Tim Rice,674.0,Documentary,Alice Cooper,"To Be Frank, Sinatra at 100 ",712,Louis Walsh,English,UK,,2000000.0,27.0
Jeff Crook,90.0,5.0,372.0,Mario Cimarro,601.0,Action|Crime|Drama|Thriller,Nicholas Gonzalez,Rockaway ,2395,Ricardo Chavira,English,USA,R,2000000.0,453.0
Orson Welles,92.0,0.0,18.0,Everett Sloane,1000.0,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,The Lady from Shanghai ,1055,Ted de Corsia,English,USA,Not Rated,2300000.0,29.0
Dave Payne,88.0,0.0,332.0,Lew Temple,633.0,Horror|Thriller,Mircea Monroe,No Man's Land: The Rise of Reeker ,2620,Robert Pine,English,USA,R,2000000.0,597.0
Paul Bunnell,106.0,5.0,356.0,Kevin McCarthy,416.0,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,The Ghastly Love of Johnny X ,1611,Paul Williams,English,USA,Not Rated,2000000.0,403.0
James Cox,91.0,10.0,293.0,Powers Boothe,924.0,Comedy|Drama,Jon Mack,Straight A's ,2654,Josh Meyers,English,USA,R,2000000.0,472.0
Richard Lester,99.0,44.0,137.0,Zero Mostel,907.0,Comedy|Musical,Buster Keaton,A Funny Thing Happened on the Way to the Forum ,1807,Phil Silvers,English,USA,Approved,2000000.0,164.0
Scott Dow,88.0,6.0,233.0,Wray Crawford,680.0,Comedy|Horror,Trenton Rostedt,The Walking Deceased ,1425,Dave Sheridan,English,USA,R,1250000.0,418.0
Michael Polish,103.0,35.0,482.0,Anthony Edwards,548.0,Drama|Fantasy,Peter Coyote,Northfork ,2389,Jon Gries,English,USA,PG-13,1900000.0,495.0
William Kaufman,90.0,58.0,164.0,Mike 'The Miz' Mizanin,405.0,Action|Thriller,Paul McGillion,The Marine 4: Moving Target ,1204,David Lewis,English,USA,R,1950000.0,217.0
Jehane Noujaim,108.0,63.0,5.0,Ahmed Hassan,161.0,Documentary|Drama|History|News,Khalid Abdalla,The Square ,176,Aida Elkashef,Arabic,Egypt,Not Rated,1500000.0,10.0
Pascal Arnold,95.0,0.0,164.0,Lizzie Brocheré,533.0,Drama,Karl E. Landler,One to Another ,1082,Pierre Perrier,French,France,Unrated,1400000.0,323.0
James Marsh,90.0,120.0,0.0,Philippe Petit,41.0,Biography|Crime|Documentary|History|Thriller,Paul McGill,Man on Wire ,68,Jean-Louis Blondeau,English,UK,PG-13,1000000.0,27.0
Jamal Hill,89.0,47.0,585.0,Adam Ratcliffe,628.0,Drama,Logan Browning,Brotherly Love ,4249,Faizon Love,English,USA,R,1900000.0,606.0
Daniel Stamm,87.0,13.0,308.0,Ashley Bell,463.0,Drama|Horror|Thriller,Caleb Landry Jones,The Last Exorcism ,1958,Patrick Fabian,English,France,PG-13,1800000.0,400.0
Stanley Kubrick,95.0,0.0,277.0,Slim Pickens,654.0,Comedy,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1991,Keenan Wynn,English,USA,PG,1800000.0,575.0
Carlos Carrera,118.0,12.0,67.0,Ana Claudia Talancón,201.0,Drama|Romance,Damián Alcázar,El crimen del padre Amaro ,546,Pedro Armendáriz Jr.,Spanish,Mexico,R,1800000.0,163.0
J. Lee Thompson,96.0,88.0,196.0,Paul Williams,595.0,Action|Sci-Fi,Roddy McDowall,Battle for the Planet of the Apes ,1432,Claude Akins,English,USA,G,1800000.0,356.0
Maggie Greenwald,109.0,9.0,280.0,David Patrick Kelly,767.0,Drama|Music,Aidan Quinn,Songcatcher ,2187,Jane Adams,English,USA,PG-13,1800000.0,380.0
Khyentse Norbu,108.0,28.0,0.0,Lhakpa Dorji,0.0,Adventure|Drama,Tshewang Dendup,Travelers and Magicians ,0,Sonam Kinga,Dzongkha,Australia,,1800000.0,0.0
Tony Krantz,113.0,15.0,491.0,Tom Cavanagh,647.0,Horror|Thriller,George Newbern,Sublime ,2439,Cas Anvar,English,USA,R,1800000.0,642.0
W.D. Hogan,90.0,4.0,91.0,Keenan Tracey,433.0,Action|Sci-Fi,Tom Everett Scott,Independence Daysaster ,984,Nicholas Carella,English,Canada,PG-13,1800000.0,108.0
Corey Grant,111.0,21.0,685.0,Essence Atkins,761.0,Comedy|Drama,Christian Keyes,Dysfunctional Friends ,4306,Tatyana Ali,English,USA,Not Rated,1800000.0,713.0
Lucky McKee,93.0,75.0,446.0,Will Estes,701.0,Drama|Horror,James Duval,May ,2489,Nora Zehetner,English,USA,R,500000.0,461.0
Richard Boddington,90.0,15.0,120.0,CJ Adams,900.0,Adventure|Family,Natasha Henstridge,Against the Wild ,1724,Erin Pitt,English,Canada,PG,2000000.0,450.0
David Hunt,112.0,0.0,11.0,Chris Cleveland,86.0,Horror,Matthew Alan,Living Dark: The Story of Ted the Caver ,139,Circus-Szalewski,English,USA,PG-13,1750000.0,42.0
J. Lee Thompson,88.0,88.0,67.0,Gordon Jump,595.0,Action|Sci-Fi,Roddy McDowall,Conquest of the Planet of the Apes ,941,John Randolph,English,USA,PG,1700000.0,70.0
Todd Field,138.0,143.0,783.0,Sissy Spacek,1000.0,Crime|Drama,Tom Wilkinson,In the Bedroom ,3970,Karen Allen,English,USA,R,1700000.0,874.0
Steven R. Monroe,105.0,68.0,374.0,Chad Lindberg,635.0,Horror|Thriller,Sarah Butler,I Spit on Your Grave ,2423,Daniel Franzese,English,USA,R,2000000.0,445.0
Mark Illsley,98.0,3.0,327.0,Illeana Douglas,349.0,Comedy|Crime|Romance,Ally Walker,"Happy, Texas ",2095,Jeremy Northam,English,USA,PG-13,1700000.0,347.0
Pawel Pawlikowski,86.0,84.0,34.0,Natalie Press,680.0,Drama|Romance,Paddy Considine,My Summer of Love ,763,Dean Andrews,English,UK,R,1700000.0,46.0
Ritesh Batra,104.0,25.0,73.0,Nimrat Kaur,638.0,Drama|Romance,Nawazuddin Siddiqui,The Lunchbox ,822,Lillete Dubey,Hindi,India,PG,1000000.0,85.0
Sally Potter,100.0,87.0,420.0,Joan Allen,887.0,Drama|Romance,Shirley Henderson,Yes ,2721,Stephanie Leonidas,English,UK,R,1000000.0,805.0
Fred Zinnemann,118.0,160.0,426.0,Donna Reed,862.0,Drama|Romance|War,Montgomery Clift,From Here to Eternity ,2247,Deborah Kerr,English,USA,Not Rated,1650000.0,488.0
Dave Meyers,84.0,11.0,249.0,Clifton Powell,489.0,Comedy|Drama,Eddie Griffin,Foolish ,2196,Marla Gibbs,English,USA,R,2000000.0,469.0
Nadine Labaki,95.0,0.0,0.0,Adel Karam,227.0,Comedy|Drama|Romance,Yasmine Al Massri,Caramel ,231,Nadine Labaki,Arabic,France,PG,1300000.0,4.0
Eytan Fox,90.0,21.0,27.0,Lior Ashkenazi,53.0,Comedy|Drama|Romance,Ohad Knoller,The Bubble ,137,Yousef 'Joe' Sweid,Hebrew,Israel,Unrated,1500000.0,30.0
François Truffaut,123.0,0.0,21.0,Jean-Paul Belmondo,963.0,Crime|Drama|Romance,Catherine Deneuve,Mississippi Mermaid ,1694,Michel Bouquet,French,France,R,1600000.0,710.0
Adrienne Shelly,108.0,191.0,336.0,Cheryl Hines,597.0,Comedy|Drama|Romance,Lew Temple,Waitress ,1981,Eddie Jemison,English,USA,PG-13,2000000.0,541.0
Newt Arnold,92.0,15.0,49.0,Donald Gibb,633.0,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport ,1168,Ken Siu,English,USA,R,1100000.0,403.0
Noah Baumbach,88.0,387.0,18.0,Elizabeth Meriwether,436.0,Comedy|Drama,William Baldwin,The Squid and the Whale ,479,Owen Kline,English,USA,R,1500000.0,25.0
Charles Herman-Wurmfeld,97.0,0.0,117.0,Jennifer Westfeldt,378.0,Comedy|Drama|Romance,Scott Cohen,Kissing Jessica Stein ,1173,Brian Stepanek,English,USA,R,1000000.0,321.0
Atom Egoyan,103.0,460.0,900.0,Mia Kirshner,991.0,Drama|Mystery|Romance,Bruce Greenwood,Exotica ,2990,Sarah Polley,English,Canada,R,2000000.0,971.0
James Wan,103.0,0.0,588.0,Barbara Hershey,852.0,Fantasy|Horror|Mystery|Thriller,Lin Shaye,Insidious ,3030,Philip Friedman,English,USA,PG-13,1500000.0,618.0
Alex Cox,92.0,92.0,166.0,Tracey Walter,752.0,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,Repo Man ,1652,Miguel Sandoval,English,USA,R,1500000.0,324.0
Fabián Bielinsky,114.0,44.0,7.0,Gastón Pauls,827.0,Crime|Drama|Thriller,Ricardo Darín,Nine Queens ,856,Leticia Brédice,Spanish,Argentina,R,1500000.0,22.0
Rebecca Miller,112.0,58.0,42.0,Susanna Thompson,552.0,Drama,Beau Bridges,The Ballad of Jack and Rose ,859,Ryan McDonald,English,USA,R,1500000.0,265.0
Maggie Carey,104.0,38.0,690.0,Alia Shawkat,801.0,Comedy|Romance,Donald Glover,The To Do List ,2667,Scott Porter,English,USA,R,1500000.0,727.0
Simeon Rice,93.0,6.0,56.0,Lisa Brave,393.0,Action|Horror|Thriller,Ward G. Smith,Unsullied ,792,Malone Thomas,English,USA,R,1500000.0,191.0
Brad Anderson,100.0,122.0,83.0,Brendan Sexton III,210.0,Horror|Mystery,Paul Guilfoyle,Session 9 ,469,Larry Fessenden,English,USA,R,1500000.0,148.0
Adam Green,93.0,134.0,488.0,Kane Hodder,936.0,Comedy|Horror,Joel David Moore,Hatchet ,3668,Joel Murray,English,USA,R,1500000.0,935.0
Charles Chaplin,87.0,0.0,8.0,Stanley Blystone,309.0,Comedy|Drama|Family,Paulette Goddard,Modern Times ,352,Fred Malatesta,English,USA,G,1500000.0,8.0
Pete Jones,91.0,18.0,597.0,Aidan Quinn,954.0,Drama,Brian Dennehy,Stolen Summer ,3901,Bonnie Hunt,English,USA,PG,1500000.0,767.0
Bruce Campbell,84.0,0.0,158.0,Dan Hicks,634.0,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,1238,Timothy Patrick Quill,English,USA,R,1500000.0,328.0
Mark Brown,90.0,7.0,424.0,Monica Calhoun,890.0,Comedy|Drama,Vivica A. Fox,The Salon ,3138,Garrett Morris,English,USA,PG-13,1500000.0,597.0
Adam Carolla,98.0,102.0,360.0,Jim O'Heir,563.0,Comedy,Jay Mohr,Road Hard ,2628,David Alan Grier,English,USA,,1500000.0,485.0
Ira Sachs,108.0,60.0,121.0,Jenny O'Hara,826.0,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,1240,Darren E. Burrows,English,USA,R,1500000.0,189.0
John Sayles,124.0,407.0,7.0,John Arcilla,38.0,Drama|War,Brian Lee Franklin,Amigo ,60,Ronnie Lazaro,English,USA,R,1700000.0,8.0
Bruce McDonald,95.0,49.0,57.0,Georgina Reilly,413.0,Fantasy|Horror,Stephen McHattie,Pontypool ,721,Boyd Banks,English,Canada,Not Rated,1500000.0,98.0
Jaime Zevallos,93.0,228.0,134.0,Jaime Zevallos,310.0,Comedy|Drama|Romance,Angela Sarafyan,Me You and Five Bucks ,771,Michael Elian,English,USA,,1500000.0,228.0
Rob Zombie,101.0,0.0,721.0,Dee Wallace,1000.0,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem ,5158,Michael Berryman,English,USA,R,2500000.0,725.0
Gerard Johnstone,107.0,3.0,28.0,Bruce Hopkins,61.0,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,165,Cameron Rhodes,English,New Zealand,Not Rated,350000.0,46.0
David Ray,87.0,0.0,108.0,Sarah Lind,199.0,Drama|Fantasy|Romance,Nicole Muñoz,Fetching Cody ,596,Kyla Wise,English,Canada,,1500000.0,134.0
Dave Rodriguez,98.0,11.0,636.0,Michael Rapaport,979.0,Comedy|Drama,Chazz Palminteri,Once Upon a Time in Queens ,4036,Paul Sorvino,English,USA,R,1500000.0,975.0
Nae Caranfil,112.0,34.0,71.0,Joe Armstrong,129.0,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,588,Martin Hancock,English,Romania,Not Rated,5000000.0,98.0
David Winning,82.0,65.0,146.0,Amber Marshall,341.0,Sci-Fi,Ashanti,Mutant World ,967,John DeSantis,English,Canada,,1500000.0,265.0
Tara Subkoff,101.0,37.0,56.0,Balthazar Getty,501.0,Drama|Horror|Mystery|Thriller,Timothy Hutton,#Horror ,1044,Lydia Hearst,English,USA,Not Rated,1500000.0,418.0
Russell Friedenberg,93.0,9.0,485.0,Glen Powell,708.0,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers ,2870,Kiowa Gordon,English,USA,R,2000000.0,571.0
William Cottrell,83.0,0.0,31.0,Billy Gilbert,82.0,Animation|Family|Fantasy|Musical,Adriana Caselotti,Snow White and the Seven Dwarfs ,229,Lucille La Verne,English,USA,Approved,2000000.0,47.0
Lucrecia Martel,106.0,33.0,3.0,Mercedes Morán,341.0,Drama,Mía Maestro,The Holy Girl ,358,María Alche,Spanish,Argentina,R,1400000.0,5.0
Edward Dmytryk,113.0,74.0,387.0,Woody Strode,984.0,Western,Brigitte Bardot,Shalako ,2140,Honor Blackman,English,UK,PG,1455000.0,423.0
Zak Penn,94.0,87.0,37.0,Gabriel Beristain,87.0,Adventure|Comedy|Horror,Zak Penn,Incident at Loch Ness ,256,John Bailey,English,UK,PG-13,1400000.0,70.0
Alex Ranarivelo,101.0,20.0,256.0,Christina Moore,1000.0,Drama,Lea Thompson,The Dog Lover ,2419,Cullen Douglas,English,USA,PG,2000000.0,301.0
Jon Knautz,99.0,10.0,295.0,Adam DiMarco,756.0,Horror|Thriller,Camren Bicondova,Girl House ,2072,Chasty Ballesteros,English,Canada,,3150000.0,382.0
David Worth,91.0,58.0,69.0,Jonathan Mangum,847.0,Horror|Thriller,Jessica Szohr,House at the End of the Drive ,1159,Angela Jones,English,USA,R,1400000.0,147.0
Leslie H. Martinson,105.0,7.0,356.0,Cesar Romero,1000.0,Adventure|Comedy|Family,Burgess Meredith,Batman: The Movie ,2658,Burt Ward,English,USA,Approved,1377800.0,370.0
Robert M. Young,105.0,0.0,467.0,Bruce McGill,883.0,Western,Barry Corbin,The Ballad of Gregorio Cortez ,3164,Ned Beatty,English,USA,,1250000.0,655.0
Thomas Vinterberg,105.0,346.0,141.0,Paprika Steen,280.0,Drama,Ulrich Thomsen,The Celebration ,821,Trine Dyrholm,Danish,Denmark,R,1300000.0,278.0
Ham Tran,135.0,5.0,5.0,Kieu Chinh,51.0,Drama,Long Nguyen,Journey from the Fall ,83,Cat Ly,Vietnamese,USA,R,1592000.0,24.0
Boris Rodriguez,83.0,5.0,98.0,Thure Lindhardt,413.0,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,843,Georgina Reilly,English,Canada,Not Rated,1500000.0,197.0
,60.0,,109.0,Tucker Smallwood,210.0,Drama|Sci-Fi,James Morrison,Space: Above and Beyond             ,611,Kristen Cloke,English,USA,,5000000.0,121.0
Sadyk Sher-Niyaz,135.0,135.0,0.0,Aziz Muradillayev,0.0,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,0,Mirlan Abdulayev,English,Kyrgyzstan,PG-13,1400000.0,0.0
Paul Donovan,88.0,4.0,13.0,Lenore Zann,232.0,Action|Sci-Fi,Maury Chaykin,Def-Con 4 ,289,Tim Choate,English,Canada,R,1750000.0,23.0
Arjun Sablok,97.0,0.0,40.0,Uday Chopra,374.0,Comedy|Musical|Romance,Abhishek Bachchan,Neal 'N' Nikki ,602,Samantha McLeod,English,India,,1500000.0,145.0
Craig Moss,82.0,19.0,134.0,Bryan Callen,700.0,Comedy,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,1499,Matt Crabtree,English,USA,R,1300000.0,460.0
Steve Miner,87.0,49.0,59.0,Adrienne King,309.0,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,707,Amy Steel,English,USA,R,1250000.0,121.0
Billy Wilder,101.0,0.0,66.0,Jane Wyman,287.0,Drama|Film-Noir,Ray Milland,The Lost Weekend ,581,Frank Faylen,English,USA,Not Rated,1250000.0,160.0
Douglas Cheek,96.0,4.0,132.0,John Heard,796.0,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,1866,Sam McMurray,English,USA,R,1250000.0,697.0
Deryck Broom,87.0,11.0,397.0,Omar Benson Miller,578.0,Animation,Vic Mignogna,The Lion of Judah ,1730,Anupam Kher,English,USA,PG,15000000.0,418.0
Henry Hathaway,92.0,83.0,48.0,Jean Peters,469.0,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,683,Will Wright,English,USA,Approved,1250000.0,79.0
Steven Soderbergh,100.0,0.0,65.0,Laura San Giacomo,828.0,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",1431,Steven Brill,English,USA,R,1200000.0,531.0
Jay Chandrasekhar,100.0,422.0,422.0,Daniel von Bargen,816.0,Comedy|Crime|Mystery,Geoffrey Arend,Super Troopers ,2893,Jay Chandrasekhar,English,USA,R,1200000.0,577.0
Claudia Sainte-Luce,89.0,0.0,3.0,Vera Wilson,31.0,Comedy|Drama,Ximena Ayala,The Amazing Catfish ,58,José Manuel Orozco Angulo,Spanish,Mexico,,1300000.0,24.0
Mira Nair,114.0,300.0,73.0,Randeep Hooda,307.0,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,809,Lillete Dubey,Hindi,India,R,7000000.0,209.0
Jamie Babbit,85.0,91.0,849.0,Clea DuVall,1000.0,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,4289,Eddie Cibrian,English,USA,R,1200000.0,1000.0
David Boyd,113.0,29.0,449.0,Drew Waters,890.0,Drama|Sport,Vivica A. Fox,Home Run ,2681,Scott Elrod,English,USA,PG-13,1200000.0,848.0
Anna Muylaert,112.0,9.0,4.0,Regina Casé,61.0,Comedy|Drama,Alex Huszar,The Second Mother ,76,Luis Miranda,Portuguese,Brazil,R,4000000.0,9.0
Steve Taylor,108.0,14.0,274.0,Marshall Allman,1000.0,Comedy|Drama,Jason Marsden,Blue Like Jazz ,1805,Eric Lange,English,USA,PG-13,1200000.0,330.0
Kurt Voss,88.0,0.0,3.0,Coyote Shivers,268.0,Comedy|Music,Lemmy,Down and Out with the Dolls ,318,Zoë Poledouris,English,USA,R,1200000.0,44.0
Léa Pool,97.0,4.0,,,,Documentary,,"Pink Ribbons, Inc. ",0,,English,Canada,Not Rated,1200000.0,
Laurent Bouhnik,103.0,0.0,24.0,Johnny Amaro,34.0,Drama,Déborah Révy,Q ,114,Yassine Azzouz,French,France,,1500000.0,29.0
Tom Sanchez,110.0,0.0,0.0,Antonio Arrué,3.0,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,5,Juan Carlos Montoya,Spanish,USA,,1200000.0,2.0
Michael Curtiz,100.0,345.0,94.0,David Niven,843.0,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,1621,Spring Byington,English,USA,Approved,1200000.0,490.0
Justin Thomas Ostensen,99.0,0.0,5.0,Kristin Booth,721.0,Thriller,Michael Berryman,Below Zero ,862,Michael Eisner,English,Canada,R,1200000.0,134.0
Brenton Spencer,84.0,0.0,63.0,Victor Zinck Jr.,380.0,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest ,630,Chelsey Reist,English,Canada,R,1200000.0,91.0
Rob Bowman,91.0,38.0,117.0,Jacob Vargas,584.0,Adventure|Comedy|Sport,Alanna Ubach,Airborne ,1218,Brittney Powell,English,USA,PG,2600000.0,399.0
Ossie Davis,97.0,282.0,148.0,Cleavon Little,586.0,Action|Comedy,Redd Foxx,Cotton Comes to Harlem ,1581,Calvin Lockhart,English,USA,R,1200000.0,434.0
Dylan Bank,100.0,0.0,312.0,Deirdre Lorenz,498.0,Horror,Seregon O'Dassey,Bleeding Hearts ,1810,Dustin Diamond,English,USA,,1200000.0,350.0
Shane Meadows,90.0,222.0,68.0,Gary Stretch,680.0,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes ,1311,George Newton,English,UK,,695393.0,404.0
Jeff Burr,92.0,155.0,147.0,Clu Gulager,448.0,Action|Drama|Horror|Thriller,Terry Kiser,From a Whisper to a Scream ,1329,Susan Tyrrell,English,USA,R,1100000.0,426.0
Guy Maddin,73.0,126.0,3.0,CindyMarie Small,14.0,Comedy|Horror|Musical,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,21,Brent Neale,English,Canada,,1600000.0,4.0
Regardt van den Bergh,116.0,12.0,25.0,Frank Rautenbach,412.0,Drama,Sean Cameron Michael,Faith Like Potatoes ,521,Jeanne Neilson,Zulu,South Africa,PG,10000000.0,48.0
Panos Cosmatos,110.0,22.0,48.0,Marilyn Norry,434.0,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow ,645,Eva Bourne,English,Canada,R,1100000.0,95.0
Gareth Evans,102.0,338.0,60.0,Yayan Ruhian,1000.0,Action|Crime|Thriller,Iko Uwais,The Raid: Redemption ,1445,Donny Alamsyah,Indonesian,Indonesia,R,1100000.0,342.0
Matthew R. Anderson,89.0,252.0,252.0,Vernon Wells,1000.0,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,2510,Matthew R. Anderson,English,USA,R,1100000.0,745.0
Joe Marino,76.0,0.0,0.0,Anella Vastola,12.0,Horror,Piero Maggiò,The Vatican Exorcisms ,12,Joe Marino,English,Italy,R,1100000.0,0.0
Joel Anderson,89.0,0.0,5.0,Rosie Traynor,12.0,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,29,Martin Sharpe,English,Australia,R,1400000.0,5.0
Douglas Trumbull,89.0,136.0,42.0,Ron Rifkin,844.0,Drama|Sci-Fi,Bruce Dern,Silent Running ,1080,Jesse Vint,English,USA,GP,1000000.0,184.0
Mona Fastvold,91.0,2.0,9.0,Brady Corbet,321.0,Drama,Christopher Abbott,The Sleepwalker ,622,Gitte Witt,English,Norway,Not Rated,1100000.0,287.0
Tony Richardson,121.0,62.0,69.0,Susannah York,883.0,Adventure|Comedy|History,Albert Finney,Tom Jones ,1371,Hugh Griffith,English,UK,Unrated,1000000.0,269.0
Levan Gabriadze,83.0,6.0,142.0,Renee Olstead,707.0,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,1565,Heather Sossaman,English,USA,R,1000000.0,305.0
Joe Dante,91.0,287.0,725.0,Robert Picardo,1000.0,Horror,Patrick Macnee,The Howling ,4438,Dee Wallace,English,USA,R,1000000.0,823.0
Terence Young,110.0,92.0,177.0,Jack Lord,650.0,Action|Adventure|Thriller,Ursula Andress,Dr. No ,1421,Lois Maxwell,English,UK,Approved,1100000.0,275.0
Bradley Parker,86.0,18.0,300.0,Ingrid Bolsø Berdal,1000.0,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries ,2665,Jonathan Sadowski,English,USA,R,1000000.0,466.0
Clive Barker,86.0,385.0,100.0,Ashley Laurence,266.0,Fantasy|Horror,Andrew Robinson,Hellraiser ,673,Clare Higgins,English,UK,R,1000000.0,209.0
Harold Cronk,120.0,18.0,295.0,Robin Givens,634.0,Drama,Benjamin A. Onyango,God's Not Dead 2 ,1810,Maria Canals-Barrera,English,USA,PG,5000000.0,420.0
Jeff Wadlow,90.0,65.0,683.0,Gary Cole,1000.0,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,3155,Lindy Booth,English,USA,PG-13,1000000.0,989.0
William Brent Bell,83.0,19.0,128.0,Claudiu Trandafir,403.0,Horror,Fernanda Andrade,The Devil Inside ,988,Brian Johnson,English,USA,R,1000000.0,169.0
Russ Meyer,109.0,199.0,44.0,Cynthia Myers,503.0,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,731,Harrison Page,English,USA,X,900000.0,46.0
Robert D. Webb,89.0,0.0,102.0,Neville Brand,356.0,Drama|Romance|Western,James Drury,Love Me Tender ,831,Debra Paget,English,USA,,1000000.0,110.0
Allan Dwan,109.0,23.0,88.0,Richard Jaeckel,183.0,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,510,Forrest Tucker,English,USA,Approved,1000000.0,102.0
Eli Roth,100.0,0.0,389.0,Richard Burgi,640.0,Adventure|Horror,Daryl Sabara,The Green Inferno ,2082,Magda Apanowicz,English,USA,R,6000000.0,550.0
Andrew Steggall,109.0,0.0,30.0,Alex Lawther,202.0,Drama|Family|Romance,Juliet Stevenson,Departure ,283,Niamh Cusack,English,UK,,1100000.0,47.0
Ben Lewin,95.0,20.0,365.0,Adam Arkin,422.0,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions ,1899,Rhea Perlman,English,USA,R,1000000.0,374.0
Courtney Hunt,97.0,33.0,229.0,Michael O'Keefe,496.0,Crime|Drama,Charlie McDermott,Frozen River ,994,Misty Upham,English,USA,R,1000000.0,238.0
Morgan Neville,91.0,9.0,13.0,Lou Adler,130.0,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,198,Merry Clayton,English,USA,PG-13,1000000.0,19.0
Nicole Holofcener,86.0,132.0,584.0,Anne Heche,778.0,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking ,2400,Vincent Pastore,English,UK,R,1000000.0,695.0
