director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes,num_critic_for_reviews,gross,num_voted_users,num_user_for_reviews,imdb_score,movie_facebook_likes,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_other,profit,pop_est,gdp_md,actor_1_degree,actor_1_closeness,actor_1_betweenness,actor_2_degree,actor_2_closeness,actor_2_betweenness,actor_3_degree,actor_3_closeness,actor_3_betweenness
Tim Boxell,100.0,10.0,107.0,Diana Scarwid,655.0,['Drama'],Bruce McGill,Valley of the Heart's Delight ,1064,Tom Bower,English,USA,,2500000.0,157.0,3.0,118666,91,3.0,6.6,144,True,False,False,False,False,False,False,False,False,False,False,-2381334.0,328239523.0,21433226.0,10.0,0.07752298366611224,0.006862084809691293,2.0,0.06745772688680218,0.0,2.0,0.06745772688680218,0.0
Michael D. Sellers,100.0,0.0,249.0,Carly Schroeder,640.0,"['Comedy', 'Drama', 'Family']",Katharine Ross,Eye of the Dolphin ,1491,George Harris,English,USA,PG-13,2500000.0,261.0,18.0,71904,806,18.0,5.7,140,True,True,False,False,False,False,False,False,True,False,False,-2428096.0,328239523.0,21433226.0,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0
James Dodson,106.0,8.0,315.0,Anupam Kher,611.0,"['Comedy', 'Drama', 'Romance']",Larry Miller,The Other End of the Line ,1739,Shriya Saran,English,UK,PG-13,14000000.0,397.0,22.0,115504,4820,26.0,6.2,0,True,True,True,False,False,False,False,False,False,False,False,-13884496.0,66834405.0,2829108.0,14.0,0.09472898251725059,0.030305397220649413,2.0,0.08012095248644537,0.0,2.0,0.08012095248644537,0.0
Stefan Ruzowitzky,103.0,24.0,10.0,Rüdiger Vogler,127.0,"['Horror', 'Thriller']",Benno Fürmann,Anatomy ,163,Sebastian Blomberg,German,Germany,R,8400000.0,10.0,62.0,5725,10220,110.0,6.1,560,False,False,False,True,False,False,False,True,False,False,False,-8394275.0,83132799.0,3861123.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Alex Rivera,90.0,8.0,35.0,Jacob Vargas,426.0,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",Leonor Varela,Sleep Dealer ,862,Tenoch Huerta,Spanish,USA,PG-13,2500000.0,399.0,47.0,75727,5699,40.0,5.9,0,True,False,True,True,False,False,False,False,False,False,True,-2424273.0,328239523.0,21433226.0,6.0,0.06739087822549615,0.002889199254069212,10.0,0.07247412149721208,0.0055632273778929145,2.0,0.06474600190880737,0.0
Spike Lee,120.0,0.0,702.0,Harry Lennix,1000.0,"['Drama', 'History']",Bernie Mac,Get on the Bus ,5963,Andre Braugher,English,USA,R,2400000.0,748.0,28.0,5731103,4100,35.0,6.8,352,True,False,False,False,False,False,False,False,False,False,True,3331103.0,328239523.0,21433226.0,14.0,0.09458259249636163,0.03799085434660074,8.0,0.08766026296819766,0.009330653619920493,2.0,0.0826081733086727,0.0
Robby Henson,101.0,9.0,201.0,Max Ryan,973.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Marc Blucas,Thr3e ,2306,Justine Waddell,English,Poland,PG-13,2400000.0,872.0,25.0,978908,4057,90.0,5.1,250,True,False,False,True,False,False,False,True,False,False,True,-1421092.0,37970874.0,595858.0,6.0,0.06899379506751845,0.005243782421317281,2.0,0.06090595641794767,0.0,2.0,0.06090595641794767,0.0
Carmen Marron,105.0,29.0,76.0,Aimee Garcia,847.0,"['Drama', 'Musical']",Jossara Jinaro,Go for It! ,1668,Rene Rosado,English,USA,PG-13,2450000.0,618.0,8.0,178739,1015,10.0,3.9,566,True,False,False,False,False,False,False,False,False,False,True,-2271261.0,328239523.0,21433226.0,2.0,0.0017582417582417582,0.0,6.0,0.0028131868131868135,7.731933853305885e-06,2.0,0.0017582417582417582,0.0
Steve Miner,91.0,49.0,20.0,Dana Kimmell,72.0,"['Horror', 'Thriller']",Richard Brooker,Friday the 13th Part III ,174,Catherine Parks,English,USA,R,4000000.0,31.0,235.0,36200000,31952,372.0,5.7,0,False,False,False,True,False,False,False,True,False,False,False,32200000.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Michael Landon Jr.,117.0,84.0,275.0,Louise Fletcher,861.0,['Drama'],Henry Thomas,The Last Sin Eater ,2161,A.J. Buckley,English,USA,PG-13,2200000.0,425.0,18.0,379643,1573,29.0,5.9,285,True,False,False,False,False,False,False,False,False,False,False,-1820357.0,328239523.0,21433226.0,2.0,0.06064644828021761,0.0,4.0,0.060760841461725015,0.0007694355315915821,6.0,0.06859941224433491,0.004002437985852987
Petter Næss,89.0,16.0,14.0,Per Christian Ellefsen,117.0,"['Comedy', 'Drama']",Jørgen Langhelle,Elling ,155,Sven Nordin,Norwegian,Norway,R,15500000.0,21.0,67.0,313436,12244,95.0,7.6,0,True,True,False,False,False,False,False,False,False,False,False,-15186564.0,5347896.0,403336.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Robert Fontaine,125.0,7.0,17.0,Arturo Castro,128.0,"['Crime', 'Drama']",Michael Derek,Mi America ,214,Brad Lee Wind,English,USA,R,2100000.0,22.0,4.0,3330,22,1.0,7.2,305,True,False,False,False,True,False,False,False,False,False,False,-2096670.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Terence Young,115.0,92.0,177.0,Daniela Bianchi,559.0,"['Action', 'Adventure', 'Thriller']",Robert Shaw,From Russia with Love ,1456,Lois Maxwell,English,UK,Approved,2000000.0,201.0,167.0,24800000,89403,358.0,7.5,0,False,False,False,True,False,True,True,False,False,False,False,22800000.0,66834405.0,2829108.0,2.0,0.046244348775516135,0.0,2.0,0.046244348775516135,0.0,6.0,0.050762540934225435,0.0009114017029584312
Michael Herz,96.0,6.0,14.0,Jessica Dublin,40.0,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",Phoebe Legere,The Toxic Avenger Part II ,99,Lisa Gaye,English,USA,R,2300000.0,30.0,49.0,792966,4663,40.0,5.1,321,False,True,False,False,False,True,False,True,False,False,True,-1507034.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Chia-Liang Liu,102.0,32.0,75.0,Anita Mui,483.0,"['Action', 'Comedy']",Andy Lau,The Legend of Drunken Master ,768,Ho-Sung Pak,Cantonese,Hong Kong,R,2000000.0,147.0,77.0,11546543,34520,146.0,7.6,0,False,True,False,False,False,True,False,False,False,False,False,9546543.0,,,2.0,0.0011721611721611722,0.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0
Chris Kentis,86.0,9.0,32.0,Julia Taylor Ross,120.0,"['Drama', 'Horror', 'Mystery', 'Thriller']",Eric Sheffer Stevens,Silent House ,218,Adam Trese,English,France,R,2000000.0,44.0,218.0,12555230,18566,154.0,5.3,0,True,False,False,True,False,False,False,True,False,False,True,10555230.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Sylvain Chomet,80.0,162.0,0.0,Charles Linton,23.0,"['Animation', 'Comedy', 'Drama']",Michel Robin,The Triplets of Belleville ,29,Béatrice Bonifassi,French,France,PG-13,9500000.0,6.0,167.0,7002255,42462,312.0,7.8,0,True,True,False,False,False,False,False,False,False,False,True,-2497745.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Chris Eyre,89.0,149.0,580.0,Irene Bedard,912.0,"['Comedy', 'Drama']",Michael Greyeyes,Smoke Signals ,3163,Gary Farmer,English,Canada,PG-13,2000000.0,752.0,56.0,6719300,8224,132.0,7.2,0,True,True,False,False,False,False,False,False,False,False,False,4719300.0,37589262.0,1736425.0,2.0,0.06742057237761137,0.0,4.0,0.06743542926883607,0.0009108218079194332,4.0,0.07745430980055126,0.0018185508422975442
Miranda July,91.0,244.0,244.0,Brad William Henke,538.0,"['Comedy', 'Drama']",Najarra Townsend,Me and You and Everyone We Know ,1349,Miranda July,English,USA,R,2000000.0,363.0,151.0,3885134,31130,243.0,7.4,0,True,True,False,False,False,False,False,False,False,False,False,1885134.0,328239523.0,21433226.0,2.0,0.05778360612197471,0.0,6.0,0.06501422945017592,0.0014371757657732835,2.0,0.05778360612197471,0.0
Jerry Jameson,97.0,5.0,349.0,Leonor Varela,1000.0,"['Crime', 'Drama', 'Thriller']",David Oyelowo,Captive ,2739,Sydelle Noel,English,USA,PG-13,2000000.0,426.0,39.0,2557668,3911,22.0,5.3,0,True,False,False,True,True,False,False,False,False,False,False,557668.0,328239523.0,21433226.0,6.0,0.06742057237761137,0.003933696826271274,6.0,0.06739087822549615,0.002889199254069212,2.0,0.062275534803007335,0.0
Kevin Tenney,98.0,85.0,186.0,Tawny Kitaen,265.0,"['Horror', 'Mystery', 'Thriller']",Kathleen Wilhoite,Witchboard ,901,Rose Marie,English,UK,R,2000000.0,194.0,65.0,7369373,4288,74.0,5.7,0,False,False,False,True,False,False,False,True,False,False,True,5369373.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
John Cameron Mitchell,101.0,263.0,37.0,Peter Stickles,71.0,"['Comedy', 'Drama', 'Romance']",Sook-Yin Lee,Shortbus ,226,Raphael Barker,English,USA,Unrated,2000000.0,51.0,160.0,1984378,27346,206.0,6.5,0,True,True,True,False,False,False,False,False,False,False,False,-15622.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Ari Folman,90.0,56.0,0.0,Ronny Dayag,56.0,"['Animation', 'Biography', 'Documentary', 'Drama', 'History', 'War']",Ari Folman,Waltz with Bashir ,56,Zahava Solomon,Hebrew,Israel,R,1500000.0,0.0,231.0,2283276,46107,156.0,8.0,0,True,False,False,False,False,False,False,False,False,False,True,783276.0,9053300.0,394652.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Gary Rogers,120.0,0.0,40.0,Kirby Heyborne,178.0,['Adventure'],Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",359,Bruce Newbold,English,USA,PG-13,2000000.0,69.0,7.0,1098224,397,30.0,3.3,32,False,False,False,False,False,False,True,False,False,False,False,-901776.0,328239523.0,21433226.0,2.0,0.002009419152276295,0.0,8.0,0.0035164835164835165,9.278320623967061e-06,2.0,0.002009419152276295,0.0
David Sington,100.0,90.0,65.0,Buzz Aldrin,168.0,"['Documentary', 'History']",John F. Kennedy,In the Shadow of the Moon ,408,Neil Armstrong,English,UK,PG,2000000.0,142.0,107.0,1134049,5475,44.0,8.1,0,False,False,False,False,False,False,False,False,False,False,True,-865951.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Fenton Bailey,89.0,13.0,218.0,Bill Maher,373.0,"['Biography', 'Documentary', 'History']",Hugh M. Hefner,Inside Deep Throat ,1136,Linda Lovelace,English,USA,NC-17,2000000.0,334.0,123.0,653621,5615,64.0,6.8,592,False,False,False,False,False,False,False,False,False,False,True,-1346379.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Huck Botko,86.0,10.0,126.0,Krysta Rodriguez,189.0,['Comedy'],Matt Bennett,The Virginity Hit ,768,Zack Pearlman,English,USA,R,3400000.0,131.0,46.0,535249,3467,13.0,4.6,974,False,True,False,False,False,False,False,False,False,False,False,-2864751.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Lance Mungia,91.0,4.0,0.0,Stephane Gauger,33.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Music', 'Sci-Fi']",Jeffrey Falcon,Six-String Samurai ,36,Kim De Angelo,English,USA,PG-13,2000000.0,3.0,51.0,124494,5613,102.0,6.7,0,True,True,False,False,False,True,True,False,False,False,True,-1875506.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Noah Buschel,95.0,8.0,399.0,Amy Ryan,529.0,['Drama'],Merritt Wever,The Missing Person ,2749,Paul Adelstein,English,USA,,1500000.0,423.0,66.0,17580,1268,23.0,6.2,195,True,False,False,False,False,False,False,False,False,False,False,-1482420.0,328239523.0,21433226.0,2.0,0.06686082106663274,0.0,4.0,0.07147541236061616,0.0010162035648422607,4.0,0.07307115043504728,0.0011470223628303005
Laurie Collyer,96.0,38.0,85.0,Kate Burton,363.0,['Drama'],Brad William Henke,Sherrybaby ,774,Michelle Hurst,English,USA,R,2000000.0,223.0,78.0,198407,10282,78.0,6.6,474,True,False,False,False,False,False,False,False,False,False,False,-1801593.0,328239523.0,21433226.0,6.0,0.06501422945017592,0.0014371757657732835,4.0,0.06951885007314358,0.0013946575175494819,2.0,0.06264523603315825,0.0
Ralph Ziman,119.0,5.0,12.0,Kenneth Nkosi,29.0,"['Action', 'Crime', 'Drama']",Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,86,Robert Hobbs,English,South Africa,R,2000000.0,18.0,30.0,4958,9689,23.0,7.8,1000,True,False,False,False,True,True,False,False,False,False,False,-1995042.0,58558270.0,351431.0,4.0,0.05692373103087389,0.0009108218079194332,2.0,0.05130293009588903,0.0,2.0,0.05130293009588903,0.0
Orson Welles,92.0,0.0,18.0,Everett Sloane,1000.0,"['Crime', 'Drama', 'Film-Noir', 'Mystery', 'Thriller']",Rita Hayworth,The Lady from Shanghai ,1055,Ted de Corsia,English,USA,Not Rated,2300000.0,29.0,90.0,7927,19236,175.0,7.7,0,True,False,False,True,True,False,False,False,False,False,True,-2292073.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Paul Bunnell,106.0,5.0,356.0,Kevin McCarthy,416.0,"['Comedy', 'Fantasy', 'Musical', 'Sci-Fi']",Kate Maberly,The Ghastly Love of Johnny X ,1611,Paul Williams,English,USA,Not Rated,2000000.0,403.0,94.0,2436,344,19.0,5.7,655,False,True,False,False,False,False,False,False,False,True,True,-1997564.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Michael Polish,103.0,35.0,482.0,Anthony Edwards,548.0,"['Drama', 'Fantasy']",Peter Coyote,Northfork ,2389,Jon Gries,English,USA,PG-13,1900000.0,495.0,60.0,1420578,4894,122.0,6.4,298,True,False,False,False,False,False,False,False,False,True,False,-479422.0,328239523.0,21433226.0,8.0,0.08323731212348104,0.009005516874393448,4.0,0.07823647654914434,0.005304659380683612,6.0,0.08161674303826592,0.005643685000920169
Pascal Arnold,95.0,0.0,164.0,Lizzie Brocheré,533.0,['Drama'],Karl E. Landler,One to Another ,1082,Pierre Perrier,French,France,Unrated,1400000.0,323.0,14.0,18435,1010,15.0,5.8,104,True,False,False,False,False,False,False,False,False,False,False,-1381565.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
James Marsh,90.0,120.0,0.0,Philippe Petit,41.0,"['Biography', 'Crime', 'Documentary', 'History', 'Thriller']",Paul McGill,Man on Wire ,68,Jean-Louis Blondeau,English,UK,PG-13,1000000.0,27.0,194.0,2957978,40481,134.0,7.8,0,False,False,False,True,True,False,False,False,False,False,True,1957978.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Jamal Hill,89.0,47.0,585.0,Adam Ratcliffe,628.0,['Drama'],Logan Browning,Brotherly Love ,4249,Faizon Love,English,USA,R,1900000.0,606.0,10.0,444044,744,19.0,7.2,1000,True,False,False,False,False,False,False,False,False,False,False,-1455956.0,328239523.0,21433226.0,2.0,0.07514351823744089,0.0,2.0,0.07514351823744089,0.0,16.0,0.08784899613089651,0.025156719849096277
Carlos Carrera,118.0,12.0,67.0,Ana Claudia Talancón,201.0,"['Drama', 'Romance']",Damián Alcázar,El crimen del padre Amaro ,546,Pedro Armendáriz Jr.,Spanish,Mexico,R,1800000.0,163.0,85.0,5709616,11088,110.0,6.8,544,True,False,True,False,False,False,False,False,False,False,False,3909616.0,127575529.0,1268870.0,2.0,0.0015824175824175823,0.0,4.0,0.001978021978021978,3.092773541322354e-06,4.0,0.001978021978021978,3.092773541322354e-06
Maggie Greenwald,109.0,9.0,280.0,David Patrick Kelly,767.0,"['Drama', 'Music']",Aidan Quinn,Songcatcher ,2187,Jane Adams,English,USA,PG-13,1800000.0,380.0,39.0,3050934,2794,78.0,7.3,0,True,False,False,False,False,False,False,False,False,False,True,1250934.0,328239523.0,21433226.0,8.0,0.06798222326379608,0.0036324625242831047,2.0,0.060128102568420876,0.0,4.0,0.06013991903743304,0.0009108218079194332
Khyentse Norbu,108.0,28.0,0.0,Lhakpa Dorji,0.0,"['Adventure', 'Drama']",Tshewang Dendup,Travelers and Magicians ,0,Sonam Kinga,Dzongkha,Australia,,1800000.0,0.0,44.0,505295,1747,28.0,7.5,353,True,False,False,False,False,False,True,False,False,False,False,-1294705.0,25364307.0,1396567.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Mark Illsley,98.0,3.0,327.0,Illeana Douglas,349.0,"['Comedy', 'Crime', 'Romance']",Ally Walker,"Happy, Texas ",2095,Jeremy Northam,English,USA,PG-13,1700000.0,347.0,77.0,1943649,8697,122.0,6.3,374,False,True,True,False,True,False,False,False,False,False,False,243649.0,328239523.0,21433226.0,2.0,0.06286400534551727,0.0,6.0,0.0662313554857652,0.002297231466357857,6.0,0.06934556492680219,0.0036757670322285114
Pawel Pawlikowski,86.0,84.0,34.0,Natalie Press,680.0,"['Drama', 'Romance']",Paddy Considine,My Summer of Love ,763,Dean Andrews,English,UK,R,1700000.0,46.0,124.0,992238,16349,103.0,6.8,869,True,False,True,False,False,False,False,False,False,False,False,-707762.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Sally Potter,100.0,87.0,420.0,Joan Allen,887.0,"['Drama', 'Romance']",Shirley Henderson,Yes ,2721,Stephanie Leonidas,English,UK,R,1000000.0,805.0,76.0,396035,2725,48.0,6.9,305,True,False,True,False,False,False,False,False,False,False,False,-603965.0,66834405.0,2829108.0,4.0,0.0741781548956437,0.0018788414890940372,6.0,0.07886148125807964,0.005002898378334642,4.0,0.07072382205268733,0.0009108218079194332
Nadine Labaki,95.0,0.0,0.0,Adel Karam,227.0,"['Comedy', 'Drama', 'Romance']",Yasmine Al Massri,Caramel ,231,Nadine Labaki,Arabic,France,PG,1300000.0,4.0,109.0,1060591,9750,66.0,7.2,0,True,True,True,False,False,False,False,False,False,False,False,-239409.0,67059887.0,2715518.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Eytan Fox,90.0,21.0,27.0,Lior Ashkenazi,53.0,"['Comedy', 'Drama', 'Romance']",Ohad Knoller,The Bubble ,137,Yousef 'Joe' Sweid,Hebrew,Israel,Unrated,1500000.0,30.0,51.0,155972,4702,23.0,7.3,0,True,True,True,False,False,False,False,False,False,False,False,-1344028.0,9053300.0,394652.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
François Truffaut,123.0,0.0,21.0,Jean-Paul Belmondo,963.0,"['Crime', 'Drama', 'Romance']",Catherine Deneuve,Mississippi Mermaid ,1694,Michel Bouquet,French,France,R,1600000.0,710.0,35.0,26893,4391,26.0,7.2,278,True,False,True,False,True,False,False,False,False,False,False,-1573107.0,67059887.0,2715518.0,8.0,0.05986345422965142,0.004534006011578571,2.0,0.05367864901280092,0.0,2.0,0.05367864901280092,0.0
Adrienne Shelly,108.0,191.0,336.0,Cheryl Hines,597.0,"['Comedy', 'Drama', 'Romance']",Lew Temple,Waitress ,1981,Eddie Jemison,English,USA,PG-13,2000000.0,541.0,173.0,19067631,37714,204.0,7.1,0,True,True,True,False,False,False,False,False,False,False,False,17067631.0,328239523.0,21433226.0,2.0,0.060778943003372006,0.0,6.0,0.06883085425595548,0.001274508486199169,2.0,0.060778943003372006,0.0
Newt Arnold,92.0,15.0,49.0,Donald Gibb,633.0,"['Action', 'Biography', 'Drama', 'Sport']",Bolo Yeung,Bloodsport ,1168,Ken Siu,English,USA,R,1100000.0,403.0,61.0,11806119,57578,210.0,6.8,0,True,False,False,False,False,True,False,False,False,False,True,10706119.0,328239523.0,21433226.0,4.0,0.0017582417582417582,1.546386770661177e-06,2.0,0.0011721611721611722,0.0,2.0,0.0011721611721611722,0.0
Noah Baumbach,88.0,387.0,18.0,Elizabeth Meriwether,436.0,"['Comedy', 'Drama']",William Baldwin,The Squid and the Whale ,479,Owen Kline,English,USA,R,1500000.0,25.0,110.0,7362100,60295,232.0,7.4,0,True,True,False,False,False,False,False,False,False,False,False,5862100.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Charles Herman-Wurmfeld,97.0,0.0,117.0,Jennifer Westfeldt,378.0,"['Comedy', 'Drama', 'Romance']",Scott Cohen,Kissing Jessica Stein ,1173,Brian Stepanek,English,USA,R,1000000.0,321.0,110.0,7022940,14018,190.0,6.7,682,True,True,True,False,False,False,False,False,False,False,False,6022940.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Atom Egoyan,103.0,460.0,900.0,Mia Kirshner,991.0,"['Drama', 'Mystery', 'Romance']",Bruce Greenwood,Exotica ,2990,Sarah Polley,English,Canada,R,2000000.0,971.0,53.0,5132222,14112,83.0,7.2,619,True,False,True,False,False,False,False,False,False,False,True,3132222.0,37589262.0,1736425.0,8.0,0.06143169286800724,0.00510083075612665,4.0,0.06169176051244391,0.0025270871859639343,4.0,0.057506713900587814,0.0009108218079194332
Fabián Bielinsky,114.0,44.0,7.0,Gastón Pauls,827.0,"['Crime', 'Drama', 'Thriller']",Ricardo Darín,Nine Queens ,856,Leticia Brédice,Spanish,Argentina,R,1500000.0,22.0,94.0,1221261,38215,125.0,7.9,0,True,False,False,True,True,False,False,False,False,False,False,-278739.0,44938712.0,445445.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Rebecca Miller,112.0,58.0,42.0,Susanna Thompson,552.0,['Drama'],Beau Bridges,The Ballad of Jack and Rose ,859,Ryan McDonald,English,USA,R,1500000.0,265.0,75.0,712294,9408,68.0,6.7,608,True,False,False,False,False,False,False,False,False,False,False,-787706.0,328239523.0,21433226.0,6.0,0.06297396399258731,0.0027709240404302613,4.0,0.06638940840047251,0.0027519101774661457,2.0,0.05999254617172673,0.0
Maggie Carey,104.0,38.0,690.0,Alia Shawkat,801.0,"['Comedy', 'Romance']",Donald Glover,The To Do List ,2667,Scott Porter,English,USA,R,1500000.0,727.0,97.0,3447339,29517,79.0,5.8,0,False,True,True,False,False,False,False,False,False,False,False,1947339.0,328239523.0,21433226.0,2.0,0.06309731505607795,0.0,4.0,0.06586783857554414,0.001242341191614872,4.0,0.07043894073471701,0.0017361042168517026
Pete Jones,91.0,18.0,597.0,Aidan Quinn,954.0,['Drama'],Brian Dennehy,Stolen Summer ,3901,Bonnie Hunt,English,USA,PG,1500000.0,767.0,31.0,119841,2419,55.0,6.5,304,True,False,False,False,False,False,False,False,False,False,False,-1380159.0,328239523.0,21433226.0,10.0,0.07805687489401301,0.011848603323914318,8.0,0.06798222326379608,0.0036324625242831047,2.0,0.06792186838796538,0.0
Bruce Campbell,84.0,0.0,158.0,Dan Hicks,634.0,"['Comedy', 'Fantasy']",Ted Raimi,My Name Is Bruce ,1238,Timothy Patrick Quill,English,USA,R,1500000.0,328.0,100.0,173066,21379,88.0,6.3,0,False,True,False,False,False,False,False,False,False,True,False,-1326934.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Mark Brown,90.0,7.0,424.0,Monica Calhoun,890.0,"['Comedy', 'Drama']",Vivica A. Fox,The Salon ,3138,Garrett Morris,English,USA,PG-13,1500000.0,597.0,14.0,92362,444,5.0,4.3,68,True,True,False,False,False,False,False,False,False,False,False,-1407638.0,328239523.0,21433226.0,12.0,0.09317155671243052,0.024934748042391035,6.0,0.08843287907007023,0.007364305772073475,4.0,0.0854809994474799,0.0059701689028140905
Adam Carolla,98.0,102.0,360.0,Jim O'Heir,563.0,['Comedy'],Jay Mohr,Road Hard ,2628,David Alan Grier,English,USA,,1500000.0,485.0,14.0,105943,1351,11.0,6.1,212,False,True,False,False,False,False,False,False,False,False,False,-1394057.0,328239523.0,21433226.0,2.0,0.06357577189612092,0.0,2.0,0.06357577189612092,0.0,4.0,0.07243981016025046,0.0009108218079194332
Bruce McDonald,95.0,49.0,57.0,Georgina Reilly,413.0,"['Fantasy', 'Horror']",Stephen McHattie,Pontypool ,721,Boyd Banks,English,Canada,Not Rated,1500000.0,98.0,178.0,3478,22212,142.0,6.7,0,False,False,False,False,False,False,False,True,False,True,False,-1496522.0,37589262.0,1736425.0,3.0,0.0015698587127158557,5.798950389979413e-07,3.0,0.0015698587127158557,5.798950389979413e-07,2.0,0.001098901098901099,0.0
Lucrecia Martel,106.0,33.0,3.0,Mercedes Morán,341.0,['Drama'],Mía Maestro,The Holy Girl ,358,María Alche,Spanish,Argentina,R,1400000.0,5.0,78.0,304124,2720,37.0,6.7,57,True,False,False,False,False,False,False,False,False,False,False,-1095876.0,44938712.0,445445.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Zak Penn,94.0,87.0,37.0,Gabriel Beristain,87.0,"['Adventure', 'Comedy', 'Horror']",Zak Penn,Incident at Loch Ness ,256,John Bailey,English,UK,PG-13,1400000.0,70.0,60.0,36830,3291,63.0,6.6,400,False,True,False,False,False,False,True,True,False,False,False,-1363170.0,66834405.0,2829108.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
Ham Tran,135.0,5.0,5.0,Kieu Chinh,51.0,['Drama'],Long Nguyen,Journey from the Fall ,83,Cat Ly,Vietnamese,USA,R,1592000.0,24.0,15.0,638951,775,19.0,7.4,100,True,False,False,False,False,False,False,False,False,False,False,-953049.0,328239523.0,21433226.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0,2.0,0.0008791208791208791,0.0
