director_name,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,actor_2_facebook_likes
Stanley Donen,103,134,390,Debbie Reynolds,804,Comedy|Musical|Romance,Rita Moreno,Singin' in the Rain ,2510,Cyd Charisse,English,USA,Approved,2540800,786
Joe Cross,97,65,0,Joel Fuhrman,65,Documentary,Joe Cross,"Fat, Sick & Nearly Dead ",67,Amy Badberg,English,Australia,,2500000,2
Michael Tiddes,86,89,555,Alanna Ubach,713,Comedy|Fantasy,Essence Atkins,A Haunted House ,3421,J.B. Smoove,English,USA,R,2500000,584
Dinesh D'Souza,87,67,67,Zackary Steven Graham,871,Documentary,Barack Obama,2016: Obama's America ,1111,Dinesh D'Souza,English,USA,PG,2500000,118
Rob Zombie,119,0,593,Tyler Mane,908,Horror,Scout Taylor-Compton,Halloween II ,3226,Margot Kidder,English,USA,R,15000000,764
Tommy Lee Wallace,98,24,67,Dan O'Herlihy,381,Horror|Mystery|Sci-Fi,Tom Atkins,Halloween III: Season of the Witch ,684,Nancy Kyes,English,USA,R,2500000,128
Don Taylor,98,11,450,M. Emmet Walsh,595,Action|Sci-Fi,Roddy McDowall,Escape from the Planet of the Apes ,2373,Sal Mineo,English,USA,G,2500000,521
Martin Ritt,112,58,124,Melvyn Douglas,617,Drama,Patricia Neal,Hud ,1141,Whit Bissell,English,USA,Approved,2500000,189
Leslie Small,75,15,36,La'Princess Jackson,1000,Comedy|Documentary,David Jason Perez,Kevin Hart: Let Me Explain ,1385,Dana Hanna,English,USA,R,2500000,309
Zach Braff,102,0,294,Michael Weston,625,Comedy|Drama|Romance,Armando Riesco,Garden State ,1655,Jill Flint,English,USA,R,2500000,379
Richard Linklater,105,0,4,Hans Weingartner,15,Drama|Romance,Hanno Pöschl,Before Sunrise ,36,Dominik Castell,English,USA,R,2500000,12
Éric Tessier,99,0,6,Michel Côté,50,Action|Drama|Horror|Thriller,Patrick Huard,Sur le seuil ,79,Jean Pierre Bergeron,French,Canada,,3200000,16
Alison Maclean,107,7,442,Samantha Morton,745,Drama,Billy Crudup,Jesus' Son ,2125,Mark Webber,English,USA,R,2500000,631
Jake Schreier,89,14,215,Joshua Ormond,902,Comedy|Crime|Drama|Sci-Fi,Frank Langella,Robot & Frank ,1980,Ana Gasteyer,English,USA,PG-13,2500000,291
Isabel Coixet,106,148,471,Julian Richings,900,Drama|Romance,Sarah Polley,My Life Without Me ,2972,Amanda Plummer,English,Spain,R,2000000,648
Larry Charles,101,119,0,Tal Bachman,334,Comedy|Documentary|War,Bill Maher,Religulous ,338,Steve Burg,English,USA,R,2500000,4
Joshua Tickell,112,9,125,Sheryl Crow,860,Documentary,Larry David,Fuel ,1252,George W. Bush,English,USA,Not Rated,2500000,130
Tim Boxell,100,10,107,Diana Scarwid,655,Drama,Bruce McGill,Valley of the Heart's Delight ,1064,Tom Bower,English,USA,,2500000,157
Rawson Marshall Thurber,92,43,936,Stephen Root,989,Comedy|Sport,Gary Cole,Dodgeball: A True Underdog Story ,4730,Joel David Moore,English,USA,PG-13,20000000,939
Michael D. Sellers,100,0,249,Carly Schroeder,640,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin ,1491,George Harris,English,USA,PG-13,2500000,261
Reed Cowan,80,0,5,Emily Pearson,191,Documentary,Dustin Lance Black,8: The Mormon Proposition ,210,Gavin Newsom,English,USA,R,2500000,12
James Dodson,106,8,315,Anupam Kher,611,Comedy|Drama|Romance,Larry Miller,The Other End of the Line ,1739,Shriya Saran,English,UK,PG-13,14000000,397
Stefan Ruzowitzky,103,24,10,Rüdiger Vogler,127,Horror|Thriller,Benno Fürmann,Anatomy ,163,Sebastian Blomberg,German,Germany,R,8400000,10
Alex Rivera,90,8,35,Jacob Vargas,426,Drama|Romance|Sci-Fi|Thriller,Leonor Varela,Sleep Dealer ,862,Tenoch Huerta,Spanish,USA,PG-13,2500000,399
John Murlowski,89,20,555,Piper Mackenzie Harris,794,Comedy|Drama|Family|Romance,Ashley Scott,Christmas Mail ,2579,Lochlyn Munro,English,USA,TV-PG,2500000,607
Benni Diez,87,2,577,Cecilia Pillado,968,Comedy|Horror,Clifton Collins Jr.,Stung ,3157,David Masterson,English,Germany,Not Rated,2500000,625
Danny Perez,94,0,442,Emmanuel Kabongo,1000,Horror,Natasha Lyonne,Antibirth ,2406,Mark Webber,English,USA,,3500000,677
Spike Lee,120,0,702,Harry Lennix,1000,Drama|History,Bernie Mac,Get on the Bus ,5963,Andre Braugher,English,USA,R,2400000,748
Robby Henson,101,9,201,Max Ryan,973,Drama|Horror|Mystery|Thriller,Marc Blucas,Thr3e ,2306,Justine Waddell,English,Poland,PG-13,2400000,872
Zackary Adler,110,0,109,Kevin Leslie,490,Crime|Drama,Simon Merrells,The Rise of the Krays ,881,Kris Sommerville,English,UK,R,2500000,159
Shane Meadows,101,222,698,Joseph Gilgun,1000,Crime|Drama,Stephen Graham,This Is England ,3282,Jack O'Connell,English,UK,Unrated,1500000,788
Dominic Burns,101,15,663,Sean Pertwee,844,Comedy|Sci-Fi,Julian Glover,Alien Uprising ,3132,Bianca Brigitte VanDamme,English,UK,R,2500000,722
George Sidney,101,24,226,Basil Rathbone,675,Comedy|Musical,Esther Williams,Bathing Beauty ,1627,Red Skelton,English,USA,Passed,2361000,659
Carmen Marron,105,29,76,Aimee Garcia,847,Drama|Musical,Jossara Jinaro,Go for It! ,1668,Rene Rosado,English,USA,PG-13,2450000,618
George Sidney,108,24,244,Ava Gardner,960,Drama|Family|Musical|Romance,Agnes Moorehead,Show Boat ,2329,Howard Keel,English,USA,Approved,2295429,715
James Algar,120,11,,Deems Taylor,16,Animation|Family|Fantasy|Music,Leopold Stokowski,Fantasia ,16,,English,USA,G,2280000,0
Jaco Booyens,90,37,0,Sebastian Aguilar,210,Drama|Thriller,Nicole Smolen,8 Days ,210,Ivette Alvarez,English,USA,PG-13,2500000,0
Steve Miner,91,49,20,Dana Kimmell,72,Horror|Thriller,Richard Brooker,Friday the 13th Part III ,174,Catherine Parks,English,USA,R,4000000,31
Danny Steinmann,92,13,17,Melanie Kinnaman,42,Horror|Mystery|Thriller,Tiffany Helm,Friday the 13th: A New Beginning ,170,Dominick Brascia,English,USA,R,2200000,27
Michael Landon Jr.,117,84,275,Louise Fletcher,861,Drama,Henry Thomas,The Last Sin Eater ,2161,A.J. Buckley,English,USA,PG-13,2200000,425
Hayley Cloake,90,0,306,Kayla Ewell,676,Thriller,Brian Austin Green,Impact Point ,1651,Linden Ashby,English,USA,R,2200000,399
Tay Garnett,119,10,275,Greer Garson,509,Drama,Jessica Tandy,The Valley of Decision ,1490,Lionel Barrymore,English,USA,Passed,2160000,284
Harmage Singh Kalirai,90,11,18,Zohra Segal,114,Comedy|Drama|Romance,Saeed Jaffrey,Chicken Tikka Masala ,244,Shobu Kapoor,English,UK,,1200000,79
Jon Knautz,90,10,42,Daniel Kash,371,Action|Comedy|Horror,Rachel Skarsten,Jack Brooks: Monster Slayer ,558,Stefanie Drummond,English,Canada,R,2500000,52
Petter Næss,89,16,14,Per Christian Ellefsen,117,Comedy|Drama,Jørgen Langhelle,Elling ,155,Sven Nordin,Norwegian,Norway,R,15500000,21
Robert Fontaine,125,7,17,Arturo Castro,128,Crime|Drama,Michael Derek,Mi America ,214,Brad Lee Wind,English,USA,R,2100000,22
Jaume Balagueró,78,57,7,Pablo Rosso,120,Horror,Manuela Velasco,[Rec] ,145,Carlos Lasarte,Spanish,Spain,R,1500000,9
Patricia Cardoso,89,15,650,Martha Higareda,919,Drama,Rosie Perez,Lies in Plain Sight ,3873,Cheyenne Haynes,English,USA,TV-PG,2100000,718
Dan Perri,100,0,338,David Proval,749,Comedy|Drama|Mystery|Romance|Thriller,Travis Myers,Sharkskin ,1814,Carmen Argenziano,English,USA,,2100000,354
Anthony O'Brien,81,7,106,Maria Doyle Kennedy,412,Adventure|Drama|Western,James Ransone,The Timber ,1020,Shaun O'Hagan,English,USA,,2100000,308
Terence Young,115,92,177,Daniela Bianchi,559,Action|Adventure|Thriller,Robert Shaw,From Russia with Love ,1456,Lois Maxwell,English,UK,Approved,2000000,201
Michael Herz,96,6,14,Jessica Dublin,40,Action|Comedy|Horror|Sci-Fi,Phoebe Legere,The Toxic Avenger Part II ,99,Lisa Gaye,English,USA,R,2300000,30
David Robert Mitchell,100,421,159,Ruby Harris,314,Horror|Mystery,Maika Monroe,It Follows ,1062,Jake Weary,English,USA,R,2000000,189
Chia-Liang Liu,102,32,75,Anita Mui,483,Action|Comedy,Andy Lau,The Legend of Drunken Master ,768,Ho-Sung Pak,Cantonese,Hong Kong,R,2000000,147
Stanley Kubrick,152,0,177,Shelley Winters,618,Crime|Drama|Romance,James Mason,Lolita ,1404,Lois Maxwell,English,UK,Not Rated,2000000,367
Kimberly Peirce,118,108,103,Brendan Sexton III,173,Biography|Crime|Drama|Romance,Alicia Goranson,Boys Don't Cry ,563,Jeannetta Arnette,English,USA,R,2000000,148
Chris Kentis,86,9,32,Julia Taylor Ross,120,Drama|Horror|Mystery|Thriller,Eric Sheffer Stevens,Silent House ,218,Adam Trese,English,France,R,2000000,44
Florian Henckel von Donnersmarck,137,207,155,Ulrich Mühe,380,Drama|Thriller,Sebastian Koch,The Lives of Others ,927,Martina Gedeck,German,Germany,R,2000000,284
Robert Rossen,134,31,366,Jackie Gleason,654,Drama|Sport,George C. Scott,The Hustler ,2290,Murray Hamilton,English,USA,Unrated,2000000,491
Jack Conway,119,6,380,Spencer Tracy,1000,Adventure|Drama|Romance|Western,Hedy Lamarr,Boom Town ,2555,Claudette Colbert,English,USA,Passed,1614000,760
Sylvain Chomet,80,162,0,Charles Linton,23,Animation|Comedy|Drama,Michel Robin,The Triplets of Belleville ,29,Béatrice Bonifassi,French,France,PG-13,9500000,6
Chris Eyre,89,149,580,Irene Bedard,912,Comedy|Drama,Michael Greyeyes,Smoke Signals ,3163,Gary Farmer,English,Canada,PG-13,2000000,752
Richard Linklater,80,0,3,Albert Delpy,50,Drama|Romance,Vernon Dobtcheff,Before Sunset ,65,Marie Pillet,English,USA,R,2700000,8
Alejandro G. Iñárritu,115,0,35,Jorge Salinas,85,Drama|Thriller,Adriana Barraza,Amores Perros ,318,Goya Toledo,Spanish,Mexico,R,2000000,79
Catherine Hardwicke,100,308,374,Sarah Clarke,1000,Drama,Holly Hunter,Thirteen ,2186,Kip Pardue,English,USA,R,1500000,482
Henry King,106,85,300,Don Ameche,480,Drama|Musical|Romance,Tyrone Power,Alexander's Ragtime Band ,1833,John Carradine,English,USA,Approved,2000000,392
Miranda July,91,244,244,Brad William Henke,538,Comedy|Drama,Najarra Townsend,Me and You and Everyone We Know ,1349,Miranda July,English,USA,R,2000000,363
Max Joseph,96,31,328,Emily Ratajkowski,804,Drama|Music|Romance,Vanessa Lengies,We Are Your Friends ,3013,Jonny Weston,English,UK,R,2000000,625
Jerry Jameson,97,5,349,Leonor Varela,1000,Crime|Drama|Thriller,David Oyelowo,Captive ,2739,Sydelle Noel,English,USA,PG-13,2000000,426
Kevin Tenney,98,85,186,Tawny Kitaen,265,Horror|Mystery|Thriller,Kathleen Wilhoite,Witchboard ,901,Rose Marie,English,UK,R,2000000,194
Kenneth Branagh,150,0,401,Brian Blessed,597,Drama,Julie Christie,Hamlet ,1645,Richard Briers,English,UK,PG-13,18000000,591
John Cameron Mitchell,101,263,37,Peter Stickles,71,Comedy|Drama|Romance,Sook-Yin Lee,Shortbus ,226,Raphael Barker,English,USA,Unrated,2000000,51
Ari Folman,90,56,0,Ronny Dayag,56,Animation|Biography|Documentary|Drama|History|War,Ari Folman,Waltz with Bashir ,56,Zahava Solomon,Hebrew,Israel,R,1500000,0
Gary Rogers,120,0,40,Kirby Heyborne,178,Adventure,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",359,Bruce Newbold,English,USA,PG-13,2000000,69
Charles Ferguson,102,117,17,Dick Cheney,393,Documentary|War,Campbell Scott,No End in Sight ,446,Donald Rumsfeld,English,USA,,2000000,21
David Sington,100,90,65,Buzz Aldrin,168,Documentary|History,John F. Kennedy,In the Shadow of the Moon ,408,Neil Armstrong,English,UK,PG,2000000,142
Fenton Bailey,89,13,218,Bill Maher,373,Biography|Documentary|History,Hugh M. Hefner,Inside Deep Throat ,1136,Linda Lovelace,English,USA,NC-17,2000000,334
Huck Botko,86,10,126,Krysta Rodriguez,189,Comedy,Matt Bennett,The Virginity Hit ,768,Zack Pearlman,English,USA,R,3400000,131
Luc Besson,98,0,164,Isabelle Adjani,1000,Comedy|Drama|Thriller,Christopher Lambert,Subway ,1917,Jean-Hugues Anglade,French,France,R,17000000,572
Lance Mungia,91,4,0,Stephane Gauger,33,Action|Adventure|Comedy|Drama|Music|Sci-Fi,Jeffrey Falcon,Six-String Samurai ,36,Kim De Angelo,English,USA,PG-13,2000000,3
Noah Buschel,95,8,399,Amy Ryan,529,Drama,Merritt Wever,The Missing Person ,2749,Paul Adelstein,English,USA,,1500000,423
Brian Yuzna,97,97,163,Kent McCord,787,Horror|Romance|Sci-Fi,Melinda Clarke,Return of the Living Dead III ,1362,Sarah Douglas,English,USA,R,2000000,196
Laurie Collyer,96,38,85,Kate Burton,363,Drama,Brad William Henke,Sherrybaby ,774,Michelle Hurst,English,USA,R,2000000,223
Bruce McCulloch,85,54,455,Megan Mullally,985,Comedy|Crime,Martin Starr,Stealing Harvard ,3065,Chris Penn,English,USA,PG-13,25000000,637
Ralph Ziman,119,5,12,Kenneth Nkosi,29,Action|Crime|Drama,Rapulana Seiphemo,Gangster's Paradise: Jerusalema ,86,Robert Hobbs,English,South Africa,R,2000000,18
John Simpson,99,0,268,Lee Evans,766,Crime|Drama|Thriller,Colin Salmon,Freeze Frame ,1650,Ian McNeice,English,UK,R,2000000,312
Colin Minihan,92,6,103,Sean Rogerson,253,Horror,Mackenzie Gray,Grave Encounters ,762,Ashleigh Gryzko,English,Canada,Not Rated,100000,113
Chris Shadley,83,0,107,William Lee Scott,413,Crime|Drama|Horror|Mystery|Thriller,Daniel Baldwin,Nine Dead ,1149,Marc Macaulay,English,USA,R,2000000,167
Simon Napier-Bell,81,0,8,Tim Rice,674,Documentary,Alice Cooper,"To Be Frank, Sinatra at 100 ",712,Louis Walsh,English,UK,,2000000,27
Jeff Crook,90,5,372,Mario Cimarro,601,Action|Crime|Drama|Thriller,Nicholas Gonzalez,Rockaway ,2395,Ricardo Chavira,English,USA,R,2000000,453
Orson Welles,92,0,18,Everett Sloane,1000,Crime|Drama|Film-Noir|Mystery|Thriller,Rita Hayworth,The Lady from Shanghai ,1055,Ted de Corsia,English,USA,Not Rated,2300000,29
Dave Payne,88,0,332,Lew Temple,633,Horror|Thriller,Mircea Monroe,No Man's Land: The Rise of Reeker ,2620,Robert Pine,English,USA,R,2000000,597
Paul Bunnell,106,5,356,Kevin McCarthy,416,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,The Ghastly Love of Johnny X ,1611,Paul Williams,English,USA,Not Rated,2000000,403
James Cox,91,10,293,Powers Boothe,924,Comedy|Drama,Jon Mack,Straight A's ,2654,Josh Meyers,English,USA,R,2000000,472
Richard Lester,99,44,137,Zero Mostel,907,Comedy|Musical,Buster Keaton,A Funny Thing Happened on the Way to the Forum ,1807,Phil Silvers,English,USA,Approved,2000000,164
Scott Dow,88,6,233,Wray Crawford,680,Comedy|Horror,Trenton Rostedt,The Walking Deceased ,1425,Dave Sheridan,English,USA,R,1250000,418
Michael Polish,103,35,482,Anthony Edwards,548,Drama|Fantasy,Peter Coyote,Northfork ,2389,Jon Gries,English,USA,PG-13,1900000,495
William Kaufman,90,58,164,Mike 'The Miz' Mizanin,405,Action|Thriller,Paul McGillion,The Marine 4: Moving Target ,1204,David Lewis,English,USA,R,1950000,217
Jehane Noujaim,108,63,5,Ahmed Hassan,161,Documentary|Drama|History|News,Khalid Abdalla,The Square ,176,Aida Elkashef,Arabic,Egypt,Not Rated,1500000,10
Pascal Arnold,95,0,164,Lizzie Brocheré,533,Drama,Karl E. Landler,One to Another ,1082,Pierre Perrier,French,France,Unrated,1400000,323
James Marsh,90,120,0,Philippe Petit,41,Biography|Crime|Documentary|History|Thriller,Paul McGill,Man on Wire ,68,Jean-Louis Blondeau,English,UK,PG-13,1000000,27
Jamal Hill,89,47,585,Adam Ratcliffe,628,Drama,Logan Browning,Brotherly Love ,4249,Faizon Love,English,USA,R,1900000,606
Daniel Stamm,87,13,308,Ashley Bell,463,Drama|Horror|Thriller,Caleb Landry Jones,The Last Exorcism ,1958,Patrick Fabian,English,France,PG-13,1800000,400
Stanley Kubrick,95,0,277,Slim Pickens,654,Comedy,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1991,Keenan Wynn,English,USA,PG,1800000,575
Carlos Carrera,118,12,67,Ana Claudia Talancón,201,Drama|Romance,Damián Alcázar,El crimen del padre Amaro ,546,Pedro Armendáriz Jr.,Spanish,Mexico,R,1800000,163
J. Lee Thompson,96,88,196,Paul Williams,595,Action|Sci-Fi,Roddy McDowall,Battle for the Planet of the Apes ,1432,Claude Akins,English,USA,G,1800000,356
Maggie Greenwald,109,9,280,David Patrick Kelly,767,Drama|Music,Aidan Quinn,Songcatcher ,2187,Jane Adams,English,USA,PG-13,1800000,380
Khyentse Norbu,108,28,0,Lhakpa Dorji,0,Adventure|Drama,Tshewang Dendup,Travelers and Magicians ,0,Sonam Kinga,Dzongkha,Australia,,1800000,0
Tony Krantz,113,15,491,Tom Cavanagh,647,Horror|Thriller,George Newbern,Sublime ,2439,Cas Anvar,English,USA,R,1800000,642
W.D. Hogan,90,4,91,Keenan Tracey,433,Action|Sci-Fi,Tom Everett Scott,Independence Daysaster ,984,Nicholas Carella,English,Canada,PG-13,1800000,108
Corey Grant,111,21,685,Essence Atkins,761,Comedy|Drama,Christian Keyes,Dysfunctional Friends ,4306,Tatyana Ali,English,USA,Not Rated,1800000,713
Lucky McKee,93,75,446,Will Estes,701,Drama|Horror,James Duval,May ,2489,Nora Zehetner,English,USA,R,500000,461
Richard Boddington,90,15,120,CJ Adams,900,Adventure|Family,Natasha Henstridge,Against the Wild ,1724,Erin Pitt,English,Canada,PG,2000000,450
David Hunt,112,0,11,Chris Cleveland,86,Horror,Matthew Alan,Living Dark: The Story of Ted the Caver ,139,Circus-Szalewski,English,USA,PG-13,1750000,42
J. Lee Thompson,88,88,67,Gordon Jump,595,Action|Sci-Fi,Roddy McDowall,Conquest of the Planet of the Apes ,941,John Randolph,English,USA,PG,1700000,70
Todd Field,138,143,783,Sissy Spacek,1000,Crime|Drama,Tom Wilkinson,In the Bedroom ,3970,Karen Allen,English,USA,R,1700000,874
Steven R. Monroe,105,68,374,Chad Lindberg,635,Horror|Thriller,Sarah Butler,I Spit on Your Grave ,2423,Daniel Franzese,English,USA,R,2000000,445
Mark Illsley,98,3,327,Illeana Douglas,349,Comedy|Crime|Romance,Ally Walker,"Happy, Texas ",2095,Jeremy Northam,English,USA,PG-13,1700000,347
Pawel Pawlikowski,86,84,34,Natalie Press,680,Drama|Romance,Paddy Considine,My Summer of Love ,763,Dean Andrews,English,UK,R,1700000,46
Ritesh Batra,104,25,73,Nimrat Kaur,638,Drama|Romance,Nawazuddin Siddiqui,The Lunchbox ,822,Lillete Dubey,Hindi,India,PG,1000000,85
Sally Potter,100,87,420,Joan Allen,887,Drama|Romance,Shirley Henderson,Yes ,2721,Stephanie Leonidas,English,UK,R,1000000,805
Fred Zinnemann,118,160,426,Donna Reed,862,Drama|Romance|War,Montgomery Clift,From Here to Eternity ,2247,Deborah Kerr,English,USA,Not Rated,1650000,488
Dave Meyers,84,11,249,Clifton Powell,489,Comedy|Drama,Eddie Griffin,Foolish ,2196,Marla Gibbs,English,USA,R,2000000,469
Nadine Labaki,95,0,0,Adel Karam,227,Comedy|Drama|Romance,Yasmine Al Massri,Caramel ,231,Nadine Labaki,Arabic,France,PG,1300000,4
Eytan Fox,90,21,27,Lior Ashkenazi,53,Comedy|Drama|Romance,Ohad Knoller,The Bubble ,137,Yousef 'Joe' Sweid,Hebrew,Israel,Unrated,1500000,30
François Truffaut,123,0,21,Jean-Paul Belmondo,963,Crime|Drama|Romance,Catherine Deneuve,Mississippi Mermaid ,1694,Michel Bouquet,French,France,R,1600000,710
Adrienne Shelly,108,191,336,Cheryl Hines,597,Comedy|Drama|Romance,Lew Temple,Waitress ,1981,Eddie Jemison,English,USA,PG-13,2000000,541
Newt Arnold,92,15,49,Donald Gibb,633,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport ,1168,Ken Siu,English,USA,R,1100000,403
Noah Baumbach,88,387,18,Elizabeth Meriwether,436,Comedy|Drama,William Baldwin,The Squid and the Whale ,479,Owen Kline,English,USA,R,1500000,25
Charles Herman-Wurmfeld,97,0,117,Jennifer Westfeldt,378,Comedy|Drama|Romance,Scott Cohen,Kissing Jessica Stein ,1173,Brian Stepanek,English,USA,R,1000000,321
Atom Egoyan,103,460,900,Mia Kirshner,991,Drama|Mystery|Romance,Bruce Greenwood,Exotica ,2990,Sarah Polley,English,Canada,R,2000000,971
James Wan,103,0,588,Barbara Hershey,852,Fantasy|Horror|Mystery|Thriller,Lin Shaye,Insidious ,3030,Philip Friedman,English,USA,PG-13,1500000,618
Alex Cox,92,92,166,Tracey Walter,752,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,Repo Man ,1652,Miguel Sandoval,English,USA,R,1500000,324
Fabián Bielinsky,114,44,7,Gastón Pauls,827,Crime|Drama|Thriller,Ricardo Darín,Nine Queens ,856,Leticia Brédice,Spanish,Argentina,R,1500000,22
Rebecca Miller,112,58,42,Susanna Thompson,552,Drama,Beau Bridges,The Ballad of Jack and Rose ,859,Ryan McDonald,English,USA,R,1500000,265
Maggie Carey,104,38,690,Alia Shawkat,801,Comedy|Romance,Donald Glover,The To Do List ,2667,Scott Porter,English,USA,R,1500000,727
Simeon Rice,93,6,56,Lisa Brave,393,Action|Horror|Thriller,Ward G. Smith,Unsullied ,792,Malone Thomas,English,USA,R,1500000,191
Brad Anderson,100,122,83,Brendan Sexton III,210,Horror|Mystery,Paul Guilfoyle,Session 9 ,469,Larry Fessenden,English,USA,R,1500000,148
Adam Green,93,134,488,Kane Hodder,936,Comedy|Horror,Joel David Moore,Hatchet ,3668,Joel Murray,English,USA,R,1500000,935
Charles Chaplin,87,0,8,Stanley Blystone,309,Comedy|Drama|Family,Paulette Goddard,Modern Times ,352,Fred Malatesta,English,USA,G,1500000,8
Pete Jones,91,18,597,Aidan Quinn,954,Drama,Brian Dennehy,Stolen Summer ,3901,Bonnie Hunt,English,USA,PG,1500000,767
Bruce Campbell,84,0,158,Dan Hicks,634,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,1238,Timothy Patrick Quill,English,USA,R,1500000,328
Mark Brown,90,7,424,Monica Calhoun,890,Comedy|Drama,Vivica A. Fox,The Salon ,3138,Garrett Morris,English,USA,PG-13,1500000,597
Adam Carolla,98,102,360,Jim O'Heir,563,Comedy,Jay Mohr,Road Hard ,2628,David Alan Grier,English,USA,,1500000,485
Ira Sachs,108,60,121,Jenny O'Hara,826,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,1240,Darren E. Burrows,English,USA,R,1500000,189
John Sayles,124,407,7,John Arcilla,38,Drama|War,Brian Lee Franklin,Amigo ,60,Ronnie Lazaro,English,USA,R,1700000,8
Bruce McDonald,95,49,57,Georgina Reilly,413,Fantasy|Horror,Stephen McHattie,Pontypool ,721,Boyd Banks,English,Canada,Not Rated,1500000,98
Jaime Zevallos,93,228,134,Jaime Zevallos,310,Comedy|Drama|Romance,Angela Sarafyan,Me You and Five Bucks ,771,Michael Elian,English,USA,,1500000,228
Rob Zombie,101,0,721,Dee Wallace,1000,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem ,5158,Michael Berryman,English,USA,R,2500000,725
Gerard Johnstone,107,3,28,Bruce Hopkins,61,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,165,Cameron Rhodes,English,New Zealand,Not Rated,350000,46
David Ray,87,0,108,Sarah Lind,199,Drama|Fantasy|Romance,Nicole Muñoz,Fetching Cody ,596,Kyla Wise,English,Canada,,1500000,134
Dave Rodriguez,98,11,636,Michael Rapaport,979,Comedy|Drama,Chazz Palminteri,Once Upon a Time in Queens ,4036,Paul Sorvino,English,USA,R,1500000,975
Nae Caranfil,112,34,71,Joe Armstrong,129,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,588,Martin Hancock,English,Romania,Not Rated,5000000,98
David Winning,82,65,146,Amber Marshall,341,Sci-Fi,Ashanti,Mutant World ,967,John DeSantis,English,Canada,,1500000,265
Tara Subkoff,101,37,56,Balthazar Getty,501,Drama|Horror|Mystery|Thriller,Timothy Hutton,#Horror ,1044,Lydia Hearst,English,USA,Not Rated,1500000,418
Russell Friedenberg,93,9,485,Glen Powell,708,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers ,2870,Kiowa Gordon,English,USA,R,2000000,571
William Cottrell,83,0,31,Billy Gilbert,82,Animation|Family|Fantasy|Musical,Adriana Caselotti,Snow White and the Seven Dwarfs ,229,Lucille La Verne,English,USA,Approved,2000000,47
Lucrecia Martel,106,33,3,Mercedes Morán,341,Drama,Mía Maestro,The Holy Girl ,358,María Alche,Spanish,Argentina,R,1400000,5
Edward Dmytryk,113,74,387,Woody Strode,984,Western,Brigitte Bardot,Shalako ,2140,Honor Blackman,English,UK,PG,1455000,423
Zak Penn,94,87,37,Gabriel Beristain,87,Adventure|Comedy|Horror,Zak Penn,Incident at Loch Ness ,256,John Bailey,English,UK,PG-13,1400000,70
Alex Ranarivelo,101,20,256,Christina Moore,1000,Drama,Lea Thompson,The Dog Lover ,2419,Cullen Douglas,English,USA,PG,2000000,301
Jon Knautz,99,10,295,Adam DiMarco,756,Horror|Thriller,Camren Bicondova,Girl House ,2072,Chasty Ballesteros,English,Canada,,3150000,382
David Worth,91,58,69,Jonathan Mangum,847,Horror|Thriller,Jessica Szohr,House at the End of the Drive ,1159,Angela Jones,English,USA,R,1400000,147
Leslie H. Martinson,105,7,356,Cesar Romero,1000,Adventure|Comedy|Family,Burgess Meredith,Batman: The Movie ,2658,Burt Ward,English,USA,Approved,1377800,370
Robert M. Young,105,0,467,Bruce McGill,883,Western,Barry Corbin,The Ballad of Gregorio Cortez ,3164,Ned Beatty,English,USA,,1250000,655
Thomas Vinterberg,105,346,141,Paprika Steen,280,Drama,Ulrich Thomsen,The Celebration ,821,Trine Dyrholm,Danish,Denmark,R,1300000,278
Ham Tran,135,5,5,Kieu Chinh,51,Drama,Long Nguyen,Journey from the Fall ,83,Cat Ly,Vietnamese,USA,R,1592000,24
Boris Rodriguez,83,5,98,Thure Lindhardt,413,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,843,Georgina Reilly,English,Canada,Not Rated,1500000,197
,60,,109,Tucker Smallwood,210,Drama|Sci-Fi,James Morrison,Space: Above and Beyond             ,611,Kristen Cloke,English,USA,,5000000,121
Sadyk Sher-Niyaz,135,135,0,Aziz Muradillayev,0,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,0,Mirlan Abdulayev,English,Kyrgyzstan,PG-13,1400000,0
Paul Donovan,88,4,13,Lenore Zann,232,Action|Sci-Fi,Maury Chaykin,Def-Con 4 ,289,Tim Choate,English,Canada,R,1750000,23
Arjun Sablok,97,0,40,Uday Chopra,374,Comedy|Musical|Romance,Abhishek Bachchan,Neal 'N' Nikki ,602,Samantha McLeod,English,India,,1500000,145
