movie_title,duration,genres,language,country,content_rating,budget,genre_Drama,genre_Comedy,genre_Romance,genre_Thriller,genre_Crime,genre_Action,genre_Adventure,genre_Horror,genre_Family,genre_Fantasy,genre_Other,director_name,actor_1_name,actor_2_name,actor_3_name,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,gross,imdb_score,movie_facebook_likes,num_critic_for_reviews,num_voted_users,num_user_for_reviews,gross_margin
Mondays in the Sun ,113.0,Comedy|Drama,Spanish,Spain,R,4000000.0,True,True,False,False,False,False,False,False,False,False,False,Fernando León de Aranoa,Luis Tosar,Enrique Villén,Aida Folch,58.0,331.0,27.0,9.0,387,146402.0,7.7,0,64.0,9913,38.0,-0.9633995
Stake Land ,98.0,Drama|Horror|Sci-Fi,English,USA,R,650000.0,True,False,False,False,False,False,False,True,False,False,True,Jim Mickle,Connor Paolo,Michael Cerveris,Nick Damici,53.0,530.0,238.0,65.0,1038,18469.0,6.5,0,215.0,34263,141.0,-0.9715861538461539
Inescapable ,93.0,Drama|Mystery|Romance|Thriller,English,Canada,R,4000000.0,True,False,True,True,False,False,False,False,False,False,True,Ruba Nadda,Saad Siddiqui,Bonnie Lee Bouman,Fadia Nadda,55.0,223.0,11.0,5.0,242,4063.0,5.2,657,36.0,2086,20.0,-0.99898425
Desert Dancer ,104.0,Biography|Drama,English,UK,PG-13,4000000.0,True,False,False,False,False,False,False,False,False,False,True,Richard Raymond,Tom Cullen,Reece Ritchie,Marama Corlett,10.0,507.0,236.0,196.0,1281,143653.0,6.0,0,31.0,1177,10.0,-0.96408675
Annie Get Your Gun ,107.0,Biography|Comedy|Musical|Romance|Western,English,USA,Passed,3768785.0,False,True,True,False,False,False,False,False,False,False,True,George Sidney,Keenan Wynn,Howard Keel,Betty Hutton,24.0,277.0,244.0,83.0,731,8000000.0,7.0,456,21.0,3167,90.0,1.122700021359669
Defendor ,95.0,Comedy|Crime|Drama,English,Canada,R,3500000.0,True,True,False,False,True,False,False,False,False,False,False,Peter Stebbings,Michael Kelly,Tony Nappo,Charlotte Sullivan,89.0,963.0,654.0,388.0,2658,37606.0,6.8,0,78.0,31836,90.0,-0.9892554285714286
The Pirate ,102.0,Adventure|Comedy|Musical|Romance,English,USA,Approved,3700000.0,False,True,True,False,False,False,True,False,False,False,True,Vincente Minnelli,Gladys Cooper,Reginald Owen,Ellen Ross,136.0,89.0,78.0,48.0,282,2956000.0,7.1,359,41.0,3258,54.0,-0.20108108108108108
The Good Heart ,99.0,Drama,English,Iceland,R,3800000.0,True,False,False,False,False,False,False,False,False,False,False,Dagur Kári,Alice Olivia Clarke,Susan Blommaert,Stephen Henderson,29.0,117.0,64.0,64.0,298,19959.0,6.9,0,61.0,3579,14.0,-0.9947476315789474
The Full Monty ,91.0,Comedy|Drama|Music,English,UK,R,3500000.0,True,True,False,False,False,False,False,False,False,False,True,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,11.0,1000.0,891.0,121.0,2323,45857453.0,7.2,0,122.0,82232,174.0,12.102129428571429
Menace II Society ,97.0,Crime|Drama|Thriller,English,USA,R,3500000.0,True,False,False,True,True,False,False,False,False,False,False,Albert Hughes,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,117.0,851.0,582.0,556.0,3036,27900000.0,7.5,0,28.0,39508,96.0,6.9714285714285715
I Got the Hook Up ,93.0,Comedy,English,USA,R,3500000.0,False,True,False,False,False,False,False,False,False,False,False,Michael Martin,Joe Estevez,Master P,Anthony Johnson,0.0,625.0,118.0,78.0,987,10305534.0,3.9,280,19.0,1721,38.0,1.9444382857142857
She's the One ,96.0,Comedy|Drama|Romance,English,USA,R,3500000.0,True,True,True,False,False,False,False,False,False,False,False,Edward Burns,John Mahoney,Frank Vincent,Michael McGlone,0.0,385.0,356.0,111.0,995,9449219.0,6.1,453,43.0,13949,98.0,1.699776857142857
Pootie Tang ,81.0,Action|Adventure|Comedy|Musical,English,USA,PG-13,3000000.0,False,True,False,False,False,True,True,False,False,False,True,Louis C.K.,Wanda Sykes,J.B. Smoove,Robert Vaughn,0.0,560.0,555.0,542.0,2238,3293258.0,5.2,0,31.0,11399,131.0,0.09775266666666667
Ira & Abby ,101.0,Comedy|Romance,English,USA,R,3500000.0,False,True,True,False,False,False,False,False,False,False,False,Robert Cary,Frances Conroy,Fred Willard,Kevin Sussman,0.0,827.0,729.0,681.0,3574,220234.0,6.5,360,30.0,1950,24.0,-0.937076
The Masked Saint ,105.0,Action|Biography|Crime|Drama|Family|Fantasy,English,Canada,PG-13,3500000.0,True,False,False,False,True,True,False,False,True,True,True,Warren P. Sonoda,Diahann Carroll,Mykel Shannon Jenkins,Lara Jean Chorostecki,28.0,426.0,294.0,131.0,1043,123777.0,4.7,0,9.0,342,15.0,-0.9646351428571428
Time to Choose ,100.0,Documentary,English,USA,,3500000.0,False,False,False,False,False,False,False,False,False,False,True,Charles Ferguson,Jane Goodall,Jerry Brown,Peter Agnefjall,117.0,21.0,3.0,0.0,24,29233.0,7.0,121,6.0,75,2.0,-0.9916477142857143
Choke ,92.0,Comedy|Drama,English,USA,R,3000000.0,True,True,False,False,False,False,False,False,False,False,False,Clark Gregg,Anjelica Huston,Matt Gerald,Jonah Bobo,0.0,1000.0,585.0,539.0,3608,2926565.0,6.5,0,159.0,28573,72.0,-0.024478333333333335
Human Traffic ,99.0,Comedy|Music,English,UK,R,2200000.0,False,True,False,False,False,False,False,False,False,False,True,Justin Kerrigan,Danny Dyer,John Simm,Shaun Parkes,8.0,798.0,472.0,78.0,1430,104257.0,7.1,0,47.0,19194,160.0,-0.9526104545454546
Bella ,91.0,Drama|Romance,English,USA,PG-13,3300000.0,True,False,True,False,False,False,False,False,False,False,False,Alejandro Monteverde,Armando Riesco,Ramon Rodriguez,Eduardo Verástegui,38.0,625.0,464.0,377.0,2747,8108247.0,7.4,0,60.0,9607,174.0,1.4570445454545455
Dreaming of Joseph Lees ,92.0,Drama|Romance,English,USA,R,2000000.0,True,False,True,False,False,False,False,False,False,False,False,Eric Styles,Samantha Morton,Rupert Graves,Miriam Margolyes,4.0,631.0,443.0,405.0,2020,7680.0,6.4,100,16.0,704,18.0,-0.99616
Maria Full of Grace ,101.0,Crime|Drama,Spanish,Colombia,R,3000000.0,True,False,False,False,True,False,False,False,False,False,False,Joshua Marston,Catalina Sandino Moreno,Wilson Guerrero,Yenny Paola Vega,13.0,280.0,11.0,6.0,308,6517198.0,7.5,0,155.0,30474,172.0,1.1723993333333333
The Original Kings of Comedy ,115.0,Comedy|Documentary,English,USA,R,3000000.0,False,True,False,False,False,False,False,False,False,False,True,Spike Lee,Bernie Mac,Cedric the Entertainer,Steve Harvey,0.0,1000.0,436.0,360.0,1964,38168022.0,6.6,290,53.0,4687,83.0,11.722674
Waking Ned Devine ,91.0,Comedy,English,UK,PG,3000000.0,False,True,False,False,False,False,False,False,False,False,False,Kirk Jones,James Nesbitt,David Kelly,Fionnula Flanagan,52.0,773.0,588.0,482.0,1965,24788807.0,7.4,0,94.0,21245,213.0,7.2629356666666665
A Nightmare on Elm Street 2: Freddy's Revenge ,87.0,Fantasy|Horror,English,USA,R,2200000.0,False,False,False,False,False,False,False,True,False,True,False,Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,28.0,426.0,359.0,217.0,1472,30000000.0,5.4,0,138.0,43485,327.0,12.636363636363637
A Room with a View ,117.0,Drama|Romance,English,UK,Unrated,3000000.0,True,False,True,False,False,False,False,False,False,False,False,James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,133.0,687.0,443.0,249.0,1665,20966644.0,7.4,0,55.0,29610,94.0,5.9888813333333335
Martin Lawrence Live: Runteldat ,113.0,Biography|Comedy|Documentary,English,USA,R,3000000.0,False,True,False,False,False,False,False,False,False,False,True,David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,9.0,71.0,65.0,12.0,159,19184015.0,5.4,63,24.0,1466,35.0,5.3946716666666665
Jason Goes to Hell: The Final Friday ,91.0,Fantasy|Horror|Thriller,English,USA,R,2500000.0,False,False,False,True,False,False,False,True,False,True,False,Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,18.0,935.0,805.0,307.0,2899,15935068.0,4.3,949,112.0,19331,317.0,5.3740272
Next Day Air ,84.0,Action|Comedy|Crime,English,USA,R,3000000.0,False,True,False,False,True,True,False,False,False,False,False,Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,23.0,1000.0,927.0,706.0,4815,10017041.0,5.9,545,49.0,8265,20.0,2.3390136666666668
Phat Girlz ,99.0,Comedy,English,USA,PG-13,3000000.0,False,True,False,False,False,False,False,False,False,False,False,Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,18.0,939.0,407.0,233.0,2321,7059537.0,3.0,837,37.0,8279,101.0,1.353179
Teen Wolf Too ,95.0,Comedy|Fantasy,English,USA,PG,3000000.0,False,True,False,False,False,False,False,False,False,True,False,Christopher Leitch,John Astin,Robert Neary,Kim Darby,4.0,641.0,168.0,152.0,1389,7888703.0,3.2,491,29.0,8465,65.0,1.6295676666666667
Phantasm II ,97.0,Action|Fantasy|Horror|Sci-Fi|Thriller,English,USA,R,3000000.0,False,False,False,True,False,True,False,True,False,True,True,Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,152.0,674.0,174.0,135.0,1395,7282851.0,6.5,812,81.0,9502,100.0,1.427617
Real Women Have Curves ,90.0,Comedy|Drama,English,USA,PG-13,3000000.0,True,True,False,False,False,False,False,False,False,False,False,Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,15.0,953.0,625.0,453.0,2510,5844929.0,7.0,595,75.0,6000,109.0,0.9483096666666667
East Is East ,96.0,Comedy|Drama,English,UK,R,1900000.0,True,True,False,False,False,False,False,False,False,False,False,Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,70.0,883.0,183.0,163.0,1616,4170647.0,6.9,1000,82.0,14548,161.0,1.1950773684210527
Whipped ,82.0,Comedy|Romance,English,USA,R,3000000.0,False,True,True,False,False,False,False,False,False,False,False,Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,0.0,472.0,324.0,51.0,858,4142507.0,4.4,131,48.0,3665,81.0,0.3808356666666667
Kama Sutra: A Tale of Love ,109.0,Crime|Drama|History|Romance,English,USA,R,3000000.0,True,False,True,False,True,False,False,False,False,False,True,Mira Nair,Indira Varma,Sarita Choudhury,Rekha,300.0,729.0,257.0,200.0,1292,4109095.0,6.0,0,33.0,8239,92.0,0.36969833333333335
Tsotsi ,94.0,Crime|Drama,Zulu,UK,R,3000000.0,True,False,False,False,True,False,False,False,False,False,False,Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,151.0,113.0,64.0,29.0,278,2912363.0,7.3,0,152.0,25063,177.0,-0.029212333333333333
DysFunktional Family ,89.0,Comedy|Documentary,English,USA,R,3000000.0,False,True,False,False,False,False,False,False,False,False,True,George Gallo,Eddie Griffin,Joe Howard,Robert Noble,269.0,489.0,26.0,24.0,539,2223990.0,6.6,26,23.0,761,14.0,-0.25867
Letters to God ,110.0,Drama|Family,English,USA,PG,3500000.0,True,False,False,False,False,False,False,False,True,False,False,David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,13.0,439.0,399.0,221.0,1567,2848578.0,6.3,0,19.0,3942,65.0,-0.18612057142857144
Compadres ,101.0,Action|Comedy,English,Mexico,R,3000000.0,False,True,False,False,False,True,False,False,False,False,False,Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias,0.0,574.0,327.0,165.0,1335,3105269.0,5.0,174,5.0,368,8.0,0.035089666666666665
Love's Abiding Joy ,87.0,Drama|Family|Western,,USA,PG,3000000.0,True,False,False,False,False,False,False,False,True,False,True,Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,84.0,702.0,366.0,331.0,2715,252726.0,7.2,76,5.0,1289,18.0,-0.915758
Tim and Eric's Billion Dollar Movie ,93.0,Comedy,English,USA,R,3000000.0,False,True,False,False,False,False,False,False,False,False,False,Tim Heidecker,Michael Gross,William Atherton,Bob Ross,78.0,536.0,317.0,197.0,1467,200803.0,5.3,0,82.0,7988,71.0,-0.9330656666666667
Summer Storm ,98.0,Comedy|Drama|Romance|Sport,German,Germany,R,2700000.0,True,True,True,False,False,False,False,False,False,False,True,Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,7.0,289.0,38.0,17.0,362,95016.0,7.4,442,40.0,11074,56.0,-0.9648088888888889
Chain Letter ,88.0,Horror|Thriller,English,USA,R,5000000.0,False,False,False,True,False,False,False,True,False,False,False,Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,26.0,487.0,298.0,236.0,1495,143000.0,4.1,0,63.0,4122,48.0,-0.9714
Tanner Hall ,96.0,Drama,English,USA,R,3000000.0,True,False,False,False,False,False,False,False,False,False,False,Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,15.0,433.0,396.0,357.0,1929,5005.0,5.9,448,21.0,2280,14.0,-0.9983316666666666
Central Station ,113.0,Drama,Portuguese,Brazil,R,2900000.0,True,False,False,False,False,False,False,False,False,False,False,Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,179.0,119.0,14.0,11.0,167,5595428.0,8.0,0,71.0,28951,257.0,0.9294579310344827
Boynton Beach Club ,105.0,Comedy|Romance,English,USA,R,1500000.0,False,True,True,False,False,False,False,False,False,False,False,Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,39.0,267.0,225.0,183.0,1231,3123749.0,6.5,88,35.0,746,27.0,1.0824993333333333
Freakonomics ,93.0,Documentary,English,USA,PG-13,3000000.0,False,False,False,False,False,False,False,False,False,False,True,Heidi Ewing,Greg Crowe,James Ransone,Tempestt Bledsoe,4.0,875.0,412.0,394.0,2305,100675.0,6.4,0,73.0,5695,23.0,-0.9664416666666666
Hustle & Flow ,116.0,Crime|Drama|Music,English,USA,R,8000000.0,True,False,False,False,True,False,False,False,False,False,True,Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,153.0,275.0,247.0,165.0,727,22201636.0,7.4,0,159.0,33567,206.0,1.7752045
Friday the 13th Part VII: The New Blood ,88.0,Horror,English,USA,R,2800000.0,False,False,False,False,False,False,False,True,False,False,False,John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,152.0,935.0,448.0,181.0,1855,19170001.0,5.3,0,110.0,21359,270.0,5.846428928571428
Ulee's Gold ,113.0,Drama,English,USA,R,2700000.0,True,False,False,False,False,False,False,False,False,False,False,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,9.0,402.0,222.0,42.0,787,9054736.0,7.1,381,61.0,5744,57.0,2.353605925925926
Friday the 13th: The Final Chapter ,97.0,Horror|Thriller,English,USA,R,1800000.0,False,False,False,True,False,False,False,True,False,False,False,Joseph Zito,Judie Aronson,Tom Everett,Kimberly Beck,17.0,158.0,84.0,74.0,467,32600000.0,5.9,0,166.0,29488,326.0,17.11111111111111
Maurice ,140.0,Drama|Romance,English,UK,R,2600000.0,True,False,True,False,False,False,False,False,False,False,False,James Ivory,Rupert Graves,Denholm Elliott,Simon Callow,133.0,443.0,249.0,239.0,1269,3130592.0,7.8,963,29.0,10755,69.0,0.20407384615384616
Beer League ,86.0,Comedy|Sport,English,USA,R,2800000.0,False,True,False,False,False,False,False,False,False,False,True,Frank Sebastiano,Joe Lo Truglio,Laurie Metcalf,Seymour Cassel,3.0,833.0,549.0,327.0,2753,475000.0,6.0,323,20.0,6930,53.0,-0.8303571428571429
Timecrimes ,66.0,Horror|Mystery|Sci-Fi|Thriller,Spanish,Spain,R,2600000.0,False,False,False,True,False,False,False,True,False,False,True,Nacho Vigalondo,Karra Elejalde,Nacho Vigalondo,Bárbara Goenaga,76.0,123.0,76.0,36.0,239,38108.0,7.2,0,173.0,40878,124.0,-0.9853430769230769
2016: Obama's America ,87.0,Documentary,English,USA,PG,2500000.0,False,False,False,False,False,False,False,False,False,False,True,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,67.0,871.0,118.0,67.0,1111,33349949.0,5.1,0,30.0,9010,199.0,12.3399796
Kevin Hart: Let Me Explain ,75.0,Comedy|Documentary,English,USA,R,2500000.0,False,True,False,False,False,False,False,False,False,False,True,Leslie Small,David Jason Perez,La'Princess Jackson,Dana Hanna,15.0,1000.0,309.0,36.0,1385,32230907.0,6.7,0,26.0,6062,30.0,11.8923628
Jesus' Son ,107.0,Drama,English,USA,R,2500000.0,True,False,False,False,False,False,False,False,False,False,False,Alison Maclean,Billy Crudup,Samantha Morton,Mark Webber,7.0,745.0,631.0,442.0,2125,1282084.0,7.0,500,74.0,6221,87.0,-0.4871664
My Life Without Me ,106.0,Drama|Romance,English,Spain,R,2000000.0,True,False,True,False,False,False,False,False,False,False,False,Isabel Coixet,Sarah Polley,Julian Richings,Amanda Plummer,148.0,900.0,648.0,471.0,2972,395592.0,7.6,0,72.0,21202,134.0,-0.802204
Fuel ,112.0,Documentary,English,USA,Not Rated,2500000.0,False,False,False,False,False,False,False,False,False,False,True,Joshua Tickell,Larry David,Sheryl Crow,George W. Bush,9.0,860.0,130.0,125.0,1252,173783.0,7.6,588,14.0,578,34.0,-0.9304868
Valley of the Heart's Delight ,100.0,Drama,English,USA,,2500000.0,True,False,False,False,False,False,False,False,False,False,False,Tim Boxell,Bruce McGill,Diana Scarwid,Tom Bower,10.0,655.0,157.0,107.0,1064,118666.0,6.6,144,3.0,91,3.0,-0.9525336
Eye of the Dolphin ,100.0,Comedy|Drama|Family,English,USA,PG-13,2500000.0,True,True,False,False,False,False,False,False,True,False,False,Michael D. Sellers,Katharine Ross,Carly Schroeder,George Harris,0.0,640.0,261.0,249.0,1491,71904.0,5.7,140,18.0,806,18.0,-0.9712384
The Other End of the Line ,106.0,Comedy|Drama|Romance,English,UK,PG-13,14000000.0,True,True,True,False,False,False,False,False,False,False,False,James Dodson,Larry Miller,Anupam Kher,Shriya Saran,8.0,611.0,397.0,315.0,1739,115504.0,6.2,0,22.0,4820,26.0,-0.9917497142857142
Anatomy ,103.0,Horror|Thriller,German,Germany,R,8400000.0,False,False,False,True,False,False,False,True,False,False,False,Stefan Ruzowitzky,Benno Fürmann,Rüdiger Vogler,Sebastian Blomberg,24.0,127.0,10.0,10.0,163,5725.0,6.1,560,62.0,10220,110.0,-0.9993184523809524
Sleep Dealer ,90.0,Drama|Romance|Sci-Fi|Thriller,Spanish,USA,PG-13,2500000.0,True,False,True,True,False,False,False,False,False,False,True,Alex Rivera,Leonor Varela,Jacob Vargas,Tenoch Huerta,8.0,426.0,399.0,35.0,862,75727.0,5.9,0,47.0,5699,40.0,-0.9697092
Get on the Bus ,120.0,Drama|History,English,USA,R,2400000.0,True,False,False,False,False,False,False,False,False,False,True,Spike Lee,Bernie Mac,Harry Lennix,Andre Braugher,0.0,1000.0,748.0,702.0,5963,5731103.0,6.8,352,28.0,4100,35.0,1.3879595833333334
Thr3e ,101.0,Drama|Horror|Mystery|Thriller,English,Poland,PG-13,2400000.0,True,False,False,True,False,False,False,True,False,False,True,Robby Henson,Marc Blucas,Max Ryan,Justine Waddell,9.0,973.0,872.0,201.0,2306,978908.0,5.1,250,25.0,4057,90.0,-0.5921216666666667
Go for It! ,105.0,Drama|Musical,English,USA,PG-13,2450000.0,True,False,False,False,False,False,False,False,False,False,True,Carmen Marron,Jossara Jinaro,Aimee Garcia,Rene Rosado,29.0,847.0,618.0,76.0,1668,178739.0,3.9,566,8.0,1015,10.0,-0.927045306122449
Friday the 13th Part III ,91.0,Horror|Thriller,English,USA,R,4000000.0,False,False,False,True,False,False,False,True,False,False,False,Steve Miner,Richard Brooker,Dana Kimmell,Catherine Parks,49.0,72.0,31.0,20.0,174,36200000.0,5.7,0,235.0,31952,372.0,8.05
The Last Sin Eater ,117.0,Drama,English,USA,PG-13,2200000.0,True,False,False,False,False,False,False,False,False,False,False,Michael Landon Jr.,Henry Thomas,Louise Fletcher,A.J. Buckley,84.0,861.0,425.0,275.0,2161,379643.0,5.9,285,18.0,1573,29.0,-0.827435
Elling ,89.0,Comedy|Drama,Norwegian,Norway,R,15500000.0,True,True,False,False,False,False,False,False,False,False,False,Petter Næss,Jørgen Langhelle,Per Christian Ellefsen,Sven Nordin,16.0,117.0,21.0,14.0,155,313436.0,7.6,0,67.0,12244,95.0,-0.9797783225806451
Mi America ,125.0,Crime|Drama,English,USA,R,2100000.0,True,False,False,False,True,False,False,False,False,False,False,Robert Fontaine,Michael Derek,Arturo Castro,Brad Lee Wind,7.0,128.0,22.0,17.0,214,3330.0,7.2,305,4.0,22,1.0,-0.9984142857142857
From Russia with Love ,115.0,Action|Adventure|Thriller,English,UK,Approved,2000000.0,False,False,False,True,False,True,True,False,False,False,False,Terence Young,Robert Shaw,Daniela Bianchi,Lois Maxwell,92.0,559.0,201.0,177.0,1456,24800000.0,7.5,0,167.0,89403,358.0,11.4
The Toxic Avenger Part II ,96.0,Action|Comedy|Horror|Sci-Fi,English,USA,R,2300000.0,False,True,False,False,False,True,False,True,False,False,True,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,6.0,40.0,30.0,14.0,99,792966.0,5.1,321,49.0,4663,40.0,-0.6552321739130434
The Legend of Drunken Master ,102.0,Action|Comedy,Cantonese,Hong Kong,R,2000000.0,False,True,False,False,False,True,False,False,False,False,False,Chia-Liang Liu,Andy Lau,Anita Mui,Ho-Sung Pak,32.0,483.0,147.0,75.0,768,11546543.0,7.6,0,77.0,34520,146.0,4.7732715
Silent House ,86.0,Drama|Horror|Mystery|Thriller,English,France,R,2000000.0,True,False,False,True,False,False,False,True,False,False,True,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,9.0,120.0,44.0,32.0,218,12555230.0,5.3,0,218.0,18566,154.0,5.277615
The Triplets of Belleville ,80.0,Animation|Comedy|Drama,French,France,PG-13,9500000.0,True,True,False,False,False,False,False,False,False,False,True,Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi,162.0,23.0,6.0,0.0,29,7002255.0,7.8,0,167.0,42462,312.0,-0.2629205263157895
Smoke Signals ,89.0,Comedy|Drama,English,Canada,PG-13,2000000.0,True,True,False,False,False,False,False,False,False,False,False,Chris Eyre,Michael Greyeyes,Irene Bedard,Gary Farmer,149.0,912.0,752.0,580.0,3163,6719300.0,7.2,0,56.0,8224,132.0,2.35965
Me and You and Everyone We Know ,91.0,Comedy|Drama,English,USA,R,2000000.0,True,True,False,False,False,False,False,False,False,False,False,Miranda July,Najarra Townsend,Brad William Henke,Miranda July,244.0,538.0,363.0,244.0,1349,3885134.0,7.4,0,151.0,31130,243.0,0.942567
Captive ,97.0,Crime|Drama|Thriller,English,USA,PG-13,2000000.0,True,False,False,True,True,False,False,False,False,False,False,Jerry Jameson,David Oyelowo,Leonor Varela,Sydelle Noel,5.0,1000.0,426.0,349.0,2739,2557668.0,5.3,0,39.0,3911,22.0,0.278834
Witchboard ,98.0,Horror|Mystery|Thriller,English,UK,R,2000000.0,False,False,False,True,False,False,False,True,False,False,True,Kevin Tenney,Kathleen Wilhoite,Tawny Kitaen,Rose Marie,85.0,265.0,194.0,186.0,901,7369373.0,5.7,0,65.0,4288,74.0,2.6846865
Shortbus ,101.0,Comedy|Drama|Romance,English,USA,Unrated,2000000.0,True,True,True,False,False,False,False,False,False,False,False,John Cameron Mitchell,Sook-Yin Lee,Peter Stickles,Raphael Barker,263.0,71.0,51.0,37.0,226,1984378.0,6.5,0,160.0,27346,206.0,-0.007811
Waltz with Bashir ,90.0,Animation|Biography|Documentary|Drama|History|War,Hebrew,Israel,R,1500000.0,True,False,False,False,False,False,False,False,False,False,True,Ari Folman,Ari Folman,Ronny Dayag,Zahava Solomon,56.0,56.0,0.0,0.0,56,2283276.0,8.0,0,231.0,46107,156.0,0.522184
"The Book of Mormon Movie, Volume 1: The Journey ",120.0,Adventure,English,USA,PG-13,2000000.0,False,False,False,False,False,False,True,False,False,False,False,Gary Rogers,Noah Danby,Kirby Heyborne,Bruce Newbold,0.0,178.0,69.0,40.0,359,1098224.0,3.3,32,7.0,397,30.0,-0.450888
In the Shadow of the Moon ,100.0,Documentary|History,English,UK,PG,2000000.0,False,False,False,False,False,False,False,False,False,False,True,David Sington,John F. Kennedy,Buzz Aldrin,Neil Armstrong,90.0,168.0,142.0,65.0,408,1134049.0,8.1,0,107.0,5475,44.0,-0.4329755
Inside Deep Throat ,89.0,Biography|Documentary|History,English,USA,NC-17,2000000.0,False,False,False,False,False,False,False,False,False,False,True,Fenton Bailey,Hugh M. Hefner,Bill Maher,Linda Lovelace,13.0,373.0,334.0,218.0,1136,653621.0,6.8,592,123.0,5615,64.0,-0.6731895
The Virginity Hit ,86.0,Comedy,English,USA,R,3400000.0,False,True,False,False,False,False,False,False,False,False,False,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,10.0,189.0,131.0,126.0,768,535249.0,4.6,974,46.0,3467,13.0,-0.8425738235294118
Six-String Samurai ,91.0,Action|Adventure|Comedy|Drama|Music|Sci-Fi,English,USA,PG-13,2000000.0,True,True,False,False,False,True,True,False,False,False,True,Lance Mungia,Jeffrey Falcon,Stephane Gauger,Kim De Angelo,4.0,33.0,3.0,0.0,36,124494.0,6.7,0,51.0,5613,102.0,-0.937753
The Missing Person ,95.0,Drama,English,USA,,1500000.0,True,False,False,False,False,False,False,False,False,False,False,Noah Buschel,Merritt Wever,Amy Ryan,Paul Adelstein,8.0,529.0,423.0,399.0,2749,17580.0,6.2,195,66.0,1268,23.0,-0.98828
Sherrybaby ,96.0,Drama,English,USA,R,2000000.0,True,False,False,False,False,False,False,False,False,False,False,Laurie Collyer,Brad William Henke,Kate Burton,Michelle Hurst,38.0,363.0,223.0,85.0,774,198407.0,6.6,474,78.0,10282,78.0,-0.9007965
Gangster's Paradise: Jerusalema ,119.0,Action|Crime|Drama,English,South Africa,R,2000000.0,True,False,False,False,True,True,False,False,False,False,False,Ralph Ziman,Rapulana Seiphemo,Kenneth Nkosi,Robert Hobbs,5.0,29.0,18.0,12.0,86,4958.0,7.8,1000,30.0,9689,23.0,-0.997521
The Lady from Shanghai ,92.0,Crime|Drama|Film-Noir|Mystery|Thriller,English,USA,Not Rated,2300000.0,True,False,False,True,True,False,False,False,False,False,True,Orson Welles,Rita Hayworth,Everett Sloane,Ted de Corsia,0.0,1000.0,29.0,18.0,1055,7927.0,7.7,0,90.0,19236,175.0,-0.9965534782608696
The Ghastly Love of Johnny X ,106.0,Comedy|Fantasy|Musical|Sci-Fi,English,USA,Not Rated,2000000.0,False,True,False,False,False,False,False,False,False,True,True,Paul Bunnell,Kate Maberly,Kevin McCarthy,Paul Williams,5.0,416.0,403.0,356.0,1611,2436.0,5.7,655,94.0,344,19.0,-0.998782
Northfork ,103.0,Drama|Fantasy,English,USA,PG-13,1900000.0,True,False,False,False,False,False,False,False,False,True,False,Michael Polish,Peter Coyote,Anthony Edwards,Jon Gries,35.0,548.0,495.0,482.0,2389,1420578.0,6.4,298,60.0,4894,122.0,-0.25232736842105263
One to Another ,95.0,Drama,French,France,Unrated,1400000.0,True,False,False,False,False,False,False,False,False,False,False,Pascal Arnold,Karl E. Landler,Lizzie Brocheré,Pierre Perrier,0.0,533.0,323.0,164.0,1082,18435.0,5.8,104,14.0,1010,15.0,-0.9868321428571428
